initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,grass_regrowth
93,70,12,37,18,4,92
106,110,21,5,14,17,98
106,56,48,76,6,17,69
182,181,35,40,9,17,32
150,17,19,66,11,17,65
183,18,34,31,10,0,10
201,106,1,41,18,3,44
171,58,43,15,15,3,91
132,71,50,34,15,8,13
196,91,49,45,13,19,46
202,131,4,30,12,17,7
96,66,11,98,4,11,42
72,3,22,76,11,11,65
202,189,17,66,10,13,27
213,237,34,75,12,14,29
185,165,37,49,6,17,27
80,23,28,4,19,2,2
190,65,38,24,9,18,58
143,9,27,27,13,1,58
28,155,45,28,6,15,65
106,55,15,34,6,3,99
34,58,41,7,16,12,74
102,175,37,94,1,15,17
146,208,13,58,7,10,21
141,155,19,28,13,17,80
157,135,39,97,7,20,38
82,11,49,60,15,17,10
26,73,32,37,13,9,19
168,121,12,35,14,10,43
22,205,31,77,5,7,20
161,29,48,13,2,7,39
24,200,13,39,9,10,79
2,91,21,4,15,15,20
198,54,23,55,7,18,31
40,213,28,29,15,8,48
22,4,49,44,3,0,74
57,130,17,73,12,6,9
29,75,47,13,15,14,87
183,61,18,69,13,4,74
208,31,13,75,16,3,70
144,64,44,82,8,19,33
54,201,26,53,15,2,69
164,184,11,37,4,4,67
219,67,47,65,6,2,50
30,30,2,8,3,14,85
102,207,31,27,17,12,78
27,27,17,8,19,18,92
1,233,48,82,8,10,23
167,222,18,48,8,18,46
134,93,10,64,6,8,48
46,216,11,70,16,10,5
180,105,44,19,3,11,79
243,198,44,58,14,6,12
67,65,41,64,9,9,94
107,21,1,98,10,4,49
90,19,45,15,8,12,33
151,240,2,63,13,4,23
150,229,23,9,2,1,10
28,52,11,4,11,8,24
103,134,17,95,17,16,63
210,105,11,68,14,7,59
126,212,6,96,2,11,36
191,31,49,53,16,11,25
12,3,12,74,9,14,54
121,181,38,92,3,8,57
32,40,30,86,17,1,96
211,59,2,59,5,10,93
19,238,21,38,2,15,30
135,144,6,80,2,3,79
28,228,39,7,15,8,19
205,108,6,36,3,15,66
23,218,3,25,3,2,51
183,157,40,6,4,11,34
67,53,22,67,10,1,88
15,245,28,74,14,10,91
171,44,22,40,17,4,2
246,225,12,66,5,18,78
56,221,20,23,20,2,44
62,222,46,37,7,4,76
135,164,49,53,8,9,24
108,224,19,27,7,5,86
73,172,42,32,11,10,50
245,175,30,40,20,5,58
77,26,23,6,10,11,69
20,97,44,91,10,19,47
67,108,33,52,8,18,97
180,56,13,24,7,19,74
232,189,37,18,1,12,3
191,181,18,26,11,1,56
197,240,29,77,18,1,13
192,59,35,51,10,14,88
128,43,18,41,5,17,22
24,120,7,85,18,10,40
243,5,21,63,10,16,28
107,128,30,74,15,10,58
124,223,27,33,2,11,41
27,4,35,90,17,10,43
61,202,28,48,15,19,88
144,203,20,54,19,9,93
89,227,38,30,1,13,97
130,92,23,86,3,12,43
56,24,21,60,13,19,94
175,19,37,62,2,13,7
200,137,38,67,11,10,57
149,17,48,87,10,11,8
219,38,47,35,3,14,13
23,209,28,66,17,12,54
151,56,22,19,18,5,82
194,191,22,49,6,3,29
210,94,9,95,7,7,72
230,50,30,23,12,12,93
226,39,7,73,11,3,25
207,77,36,15,3,11,34
220,192,35,75,6,20,75
241,104,41,86,20,9,85
175,192,20,2,17,7,31
42,107,7,87,2,12,35
242,211,32,40,13,7,53
89,236,12,38,20,2,34
53,187,46,29,4,6,69
106,173,7,1,10,6,66
31,236,38,52,12,2,62
131,214,17,25,17,18,5
37,22,24,16,9,2,76
174,165,8,80,7,18,91
58,243,35,64,17,5,1
176,73,10,9,20,14,69
115,225,37,97,2,3,96
63,21,31,8,4,16,33
93,189,29,18,14,10,77
74,6,43,62,11,15,37
212,146,36,79,5,4,90
121,214,26,71,14,7,81
43,148,19,11,9,5,65
157,146,25,70,17,12,4
59,83,39,81,9,2,3
61,121,29,39,9,14,72
2,232,1,90,11,0,59
29,56,40,56,2,16,85
84,168,34,72,13,3,57
236,114,8,74,10,8,30
54,183,34,47,16,19,71
73,81,47,1,14,9,38
142,152,24,72,16,14,99
181,26,3,84,10,11,10
249,130,2,61,15,5,93
60,5,23,14,5,20,71
186,153,29,64,8,11,16
136,237,17,85,16,12,25
43,237,41,67,17,6,5
69,215,5,88,11,7,53
40,249,45,91,10,11,45
204,217,12,29,5,18,96
185,196,17,90,14,10,29
16,217,37,56,3,9,7
52,108,15,40,12,8,65
189,150,42,36,4,4,16
195,218,50,31,20,2,28
235,11,29,4,4,5,45
113,186,6,25,1,12,75
5,76,23,3,16,12,6
34,71,1,29,13,16,67
226,9,33,84,15,2,39
3,136,27,61,1,6,52
23,16,13,80,5,2,13
224,55,4,7,13,7,2
237,122,28,56,19,10,28
72,101,39,69,17,9,71
17,95,11,46,8,11,85
187,67,19,15,11,8,29
49,31,44,92,6,15,51
52,147,10,12,5,16,16
171,137,18,45,2,10,34
59,206,43,19,16,19,87
72,236,29,76,18,7,36
105,13,8,20,6,18,88
32,29,39,14,19,14,24
79,85,39,97,11,14,17
224,7,4,91,17,8,99
115,230,43,55,15,8,29
160,48,38,10,17,20,45
84,249,8,50,4,4,83
55,160,19,68,7,16,81
15,136,7,57,2,7,51
104,199,42,82,13,10,22
37,52,49,42,13,10,4
200,85,48,57,6,13,46
142,64,49,50,17,19,38
46,98,12,41,16,9,83
164,44,20,7,8,2,22
95,18,38,60,5,16,40
210,21,47,62,19,3,94
58,33,23,38,11,4,65
64,78,9,43,19,4,49
189,40,9,9,10,13,87
200,10,12,37,2,11,24
72,23,32,39,11,7,67
98,206,7,12,16,6,36
199,109,9,54,19,9,75
0,178,1,9,4,3,77
156,125,19,88,6,7,50
176,241,33,5,14,15,12
169,81,19,88,12,14,19
44,114,38,44,4,16,8
76,103,38,32,9,2,8
188,125,4,95,14,6,63
6,95,7,13,13,14,10
86,136,18,88,18,13,82
116,15,26,1,5,17,3
132,71,25,61,16,1,70
58,128,22,46,7,3,77
85,70,7,6,3,4,53
220,164,17,87,14,2,95
244,231,10,6,17,19,40
27,49,22,86,14,6,8
227,145,46,99,5,11,71
229,41,30,80,3,13,87
105,190,0,28,15,20,22
42,6,48,96,4,4,74
190,10,40,31,2,18,83
206,141,12,64,9,15,48
92,63,27,75,20,19,3
46,250,20,68,11,18,44
11,27,9,19,13,20,4
19,137,17,18,3,17,65
218,105,0,34,12,13,97
6,30,12,52,12,4,15
235,243,12,77,7,11,99
221,141,44,62,8,19,43
138,160,23,6,20,8,44
38,206,2,12,13,3,54
13,131,0,91,11,11,51
45,156,27,77,19,11,77
25,118,22,16,1,8,34
58,157,8,61,4,2,42
82,239,13,49,13,7,91
156,58,19,70,5,20,55
187,103,35,88,11,13,25
78,204,7,33,8,18,76
60,123,8,8,11,19,60
56,158,29,43,18,14,11
224,178,16,81,12,15,30
168,234,30,60,11,2,40
4,140,31,17,7,9,56
114,57,19,10,5,9,88
13,211,45,17,9,18,12
179,105,40,47,6,18,0
14,154,22,13,14,20,34
186,24,3,10,14,15,27
33,162,31,86,15,1,26
181,114,36,56,13,13,66
88,148,47,97,10,16,13
8,124,29,61,2,6,23
248,216,48,14,1,5,76
154,125,27,29,9,5,50
88,243,15,16,20,11,25
144,198,42,1,11,18,29
25,222,28,82,18,18,21
1,132,43,7,2,6,90
217,46,8,90,7,6,97
