initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,grass_regrowth
101,162,21,99,3,12,90
86,122,27,88,18,20,79
200,64,47,95,4,12,7
189,108,28,94,11,13,39
232,189,6,68,20,7,70
63,181,34,80,11,4,5
30,68,45,58,14,1,85
102,177,5,58,13,13,74
107,123,38,84,9,9,32
193,196,22,25,17,17,83
53,120,29,45,17,5,91
172,2,50,45,18,12,79
194,248,36,99,10,17,34
53,116,27,86,12,8,44
139,189,31,88,6,1,33
193,180,15,90,7,7,11
229,179,40,81,18,13,97
211,40,13,21,13,4,97
202,155,33,70,10,15,92
78,113,25,30,6,1,44
236,125,38,40,11,9,45
82,56,43,39,8,9,16
90,112,33,75,8,16,16
74,119,9,17,18,5,63
68,66,5,33,9,11,94
178,194,42,94,6,7,46
139,106,11,23,17,13,29
154,188,26,13,5,4,85
56,249,32,60,12,11,51
74,216,25,32,19,4,44
165,127,43,35,2,3,41
222,67,28,42,2,17,21
146,32,29,89,11,17,37
120,33,10,3,19,7,96
124,97,38,15,9,16,100
65,102,36,16,16,14,49
132,180,37,40,17,10,72
142,201,13,7,17,10,47
53,55,42,33,12,18,76
88,20,8,39,19,13,36
202,128,41,12,16,9,24
103,230,34,94,16,1,79
102,175,17,39,9,8,21
221,20,16,66,18,7,71
38,95,36,20,8,16,36
15,122,31,18,9,13,14
123,105,5,47,3,15,50
150,81,30,38,17,10,55
64,69,2,57,2,14,39
9,83,17,36,9,17,36
162,114,1,26,15,16,40
249,220,2,30,7,11,67
191,41,31,33,12,8,71
224,153,33,5,4,15,75
73,42,33,71,9,8,60
101,68,33,91,4,2,69
28,58,19,54,14,2,83
46,173,7,30,7,6,53
142,161,18,53,19,18,36
79,109,32,7,8,5,4
75,248,47,39,14,8,36
195,246,35,12,15,18,98
49,135,14,68,9,15,50
242,71,3,71,4,11,29
113,23,24,16,20,6,15
47,33,28,7,15,16,3
33,27,4,72,17,12,80
11,13,24,79,14,6,37
129,56,15,54,8,7,44
139,130,31,38,13,11,8
104,216,11,46,17,18,31
36,163,13,44,2,2,14
231,72,38,87,12,4,68
229,213,9,53,16,18,29
108,221,38,75,9,14,38
111,104,48,34,6,8,22
188,101,22,40,2,16,6
118,55,30,80,5,0,58
78,134,42,51,11,18,87
61,141,37,48,17,19,90
51,129,45,60,19,13,43
125,53,31,32,8,8,23
24,71,15,28,13,3,97
103,188,16,32,16,2,19
147,129,11,64,18,4,45
21,227,46,53,3,7,42
94,213,1,25,7,9,32
195,65,45,4,2,8,64
101,47,17,89,3,7,37
71,185,45,89,10,11,93
213,169,38,21,14,15,96
169,70,9,23,10,18,99
77,204,4,53,17,13,82
48,202,32,80,6,9,73
159,231,18,10,18,8,86
197,8,22,35,2,5,58
195,8,17,24,19,5,30
233,247,21,71,20,10,37
202,9,4,80,18,5,79
157,212,48,20,15,2,38
203,105,25,23,9,14,45
64,238,30,63,19,6,87
55,190,8,31,13,6,98
165,28,16,34,10,8,9
84,100,50,44,5,13,15
62,158,17,27,12,4,11
245,200,8,90,7,8,5
57,18,23,95,11,11,29
229,73,13,87,2,10,11
117,173,44,62,15,13,65
186,33,37,57,7,10,54
28,25,6,22,8,9,12
211,18,0,46,7,0,71
34,138,25,48,8,19,98
167,212,43,49,9,16,88
97,222,11,71,8,15,99
14,209,12,73,6,12,36
61,233,9,49,18,4,95
201,221,29,33,18,4,73
1,199,43,4,5,0,59
58,158,42,98,2,19,37
210,17,50,75,18,6,24
140,10,33,49,6,18,72
219,200,25,74,2,2,78
63,2,29,75,14,15,66
11,215,2,56,9,7,20
52,132,11,62,2,6,28
114,147,18,99,12,10,84
94,94,28,28,15,19,32
67,24,16,44,18,14,100
89,147,49,41,16,12,66
37,133,41,14,19,19,24
49,84,12,93,8,15,41
208,0,49,62,15,8,86
223,1,18,68,20,14,73
219,113,23,74,12,13,40
236,22,8,92,2,14,81
249,22,2,63,13,16,78
154,38,8,45,19,10,32
200,57,50,84,14,8,35
235,196,22,6,4,13,90
93,94,18,51,8,12,49
225,4,14,98,11,20,15
112,120,8,32,6,7,7
230,131,37,19,10,9,77
55,203,14,11,18,16,16
230,208,49,79,2,5,81
131,192,6,12,6,4,96
89,36,10,51,6,20,95
110,11,42,72,10,4,64
75,11,18,11,19,12,59
106,174,42,16,16,3,50
10,39,14,43,18,16,44
97,181,10,19,19,18,53
30,191,1,25,8,17,45
52,232,44,6,16,13,90
160,141,11,49,2,2,5
156,105,48,87,13,8,16
34,248,9,55,9,10,95
66,7,28,87,4,1,29
90,171,37,27,12,5,5
168,233,5,91,17,20,72
45,44,18,87,14,19,55
117,218,8,2,9,10,49
125,34,1,90,5,6,42
213,205,25,99,12,2,40
227,166,13,33,11,17,95
58,18,30,66,7,16,34
126,199,29,51,10,5,89
27,220,7,1,16,19,45
102,43,16,45,7,9,58
84,107,40,68,13,19,17
107,227,31,54,11,19,50
239,57,7,31,14,8,85
205,62,7,62,8,3,56
171,116,12,44,5,15,50
46,26,27,56,15,15,17
126,237,36,60,12,16,66
28,22,39,47,7,4,3
228,181,2,10,13,15,78
37,134,43,12,9,9,94
249,115,6,34,19,8,5
119,189,21,71,11,11,24
47,38,40,13,20,10,55
234,147,21,53,4,9,35
195,229,25,13,14,6,68
104,31,28,28,13,15,7
2,200,39,94,8,7,85
38,68,5,98,10,15,72
214,217,5,25,11,20,58
75,128,6,31,18,2,12
104,150,8,91,18,14,13
189,162,4,94,11,20,55
135,123,37,52,16,2,25
138,74,31,18,5,4,85
92,35,15,30,11,9,36
25,240,27,32,5,1,30
57,185,23,20,10,1,98
111,107,46,22,6,14,51
245,93,39,3,12,2,47
232,193,9,7,9,13,42
51,68,21,80,6,19,38
113,246,46,18,8,2,58
183,243,47,2,14,4,37
170,81,14,83,12,8,66
132,26,16,17,4,17,53
89,189,16,93,15,9,4
76,239,18,55,9,18,5
176,247,49,95,7,8,57
234,249,40,68,5,9,1
170,110,49,39,5,6,13
65,38,26,18,12,12,57
184,161,38,2,4,12,14
132,166,48,36,3,19,11
170,197,43,99,18,5,54
129,27,38,14,15,10,21
234,197,11,23,8,4,72
108,1,20,50,14,6,93
200,7,44,84,20,16,68
128,170,47,10,2,20,15
79,126,24,22,12,3,38
157,158,40,4,11,0,86
59,98,24,83,10,18,11
36,108,5,71,7,17,55
3,58,2,32,10,8,20
169,237,21,36,10,11,49
87,37,39,9,11,7,40
77,85,5,9,7,17,73
229,53,11,93,16,5,8
71,99,15,50,5,4,69
242,153,35,23,15,18,35
76,193,26,70,7,14,9
134,122,21,16,19,19,15
188,143,33,57,7,12,92
227,137,12,30,10,17,56
231,63,37,21,17,17,7
22,212,14,65,13,5,88
130,141,32,1,4,8,7
125,157,31,42,2,5,10
128,16,3,82,11,18,32
158,109,20,97,19,11,8
220,247,24,88,8,4,31
228,20,31,71,3,5,88
68,210,6,25,10,19,92
16,134,7,15,1,7,13
122,231,43,28,7,9,44
158,197,50,3,18,4,4
165,195,4,59,13,20,1
216,115,28,58,2,15,86
38,25,17,55,10,11,73
91,124,26,9,11,9,64
58,125,28,61,10,19,94
8,189,20,88,3,1,43
57,106,31,18,5,6,38
41,216,9,16,8,18,95
79,110,39,40,4,3,45
184,163,34,89,6,11,81
132,246,42,71,9,13,1
122,190,34,73,4,8,72
99,188,42,49,7,7,91
217,47,8,86,11,11,0
87,84,42,58,16,10,79
126,143,6,42,18,11,52
149,15,13,16,4,2,82
165,244,24,99,4,12,90
61,149,32,17,7,7,84
128,108,38,78,2,8,97
53,135,27,57,8,10,59
119,55,33,47,10,8,82
119,126,19,24,15,12,71
38,103,11,28,17,8,30
34,226,4,50,5,4,59
85,106,4,98,6,6,35
239,65,17,16,14,11,58
240,170,3,86,17,7,99
173,183,45,53,8,1,28
201,122,38,12,15,10,95
9,12,33,93,7,19,73
185,66,31,11,4,19,13
36,98,17,75,11,11,6
37,209,21,3,1,2,17
56,18,21,28,19,5,61
247,120,50,14,16,10,44
242,90,14,24,14,15,46
203,220,25,62,12,2,15
232,99,20,69,10,10,94
95,61,25,98,19,12,61
33,162,32,10,2,10,14
239,200,3,55,12,12,70
248,243,17,65,1,13,62
54,136,36,4,17,9,36
178,177,38,28,2,10,42
212,154,21,4,14,4,83
24,87,24,39,15,12,51
232,249,25,92,16,16,68
5,105,28,70,6,11,80
17,88,16,80,7,15,53
188,245,30,98,5,13,19
224,77,34,88,10,11,99
222,171,44,55,19,14,99
44,154,27,42,10,11,40
51,238,16,2,5,6,94
228,111,28,54,19,12,86
11,76,20,77,9,8,82
108,23,22,47,17,9,86
17,248,14,65,6,2,21
58,38,38,54,18,0,96
241,17,40,99,18,7,61
103,116,25,40,11,20,59
235,139,41,47,16,19,45
235,151,21,90,2,7,79
72,58,19,86,11,19,71
137,155,7,38,5,18,82
41,162,33,38,15,12,24
31,175,20,99,6,16,78
76,61,3,16,19,13,64
77,68,8,92,18,13,91
32,210,48,6,7,19,16
113,103,11,100,9,12,14
183,159,37,69,16,4,54
125,101,1,94,17,9,72
120,64,25,10,5,17,38
137,211,15,88,3,9,47
33,217,40,30,15,7,45
15,96,49,40,5,15,67
3,59,2,65,15,7,72
17,139,46,70,9,4,62
63,66,38,27,7,5,10
111,147,18,72,19,14,73
166,156,11,11,17,6,48
241,10,49,75,20,8,93
89,171,44,14,17,1,15
167,160,9,58,18,15,33
221,186,37,18,18,1,78
238,33,19,23,5,12,75
130,54,9,44,3,10,5
196,183,48,85,9,10,60
151,93,46,59,7,4,68
220,26,33,28,2,7,29
44,229,43,23,11,19,77
16,24,24,87,10,9,85
18,165,13,51,15,7,42
27,175,4,34,4,1,78
35,81,50,19,11,5,16
106,29,41,37,18,20,21
89,52,44,46,3,14,63
12,197,46,84,3,5,42
209,35,33,79,16,4,33
148,78,28,32,12,14,9
117,200,21,83,4,12,94
20,166,36,32,14,8,15
10,245,26,42,4,13,12
69,76,30,36,1,20,23
132,23,43,96,14,1,3
195,51,39,82,16,16,45
17,45,5,27,7,18,16
96,249,45,57,8,8,46
213,210,12,55,14,14,81
85,67,2,13,12,1,72
77,97,44,4,13,17,90
40,64,46,57,12,9,37
88,25,22,87,20,7,75
118,239,30,94,3,18,69
13,149,23,4,19,18,18
243,199,27,90,10,15,60
189,119,14,16,9,6,13
75,171,29,39,5,3,29
68,216,15,5,7,2,22
106,209,44,15,15,0,13
248,246,17,21,12,19,20
197,195,4,22,11,10,43
243,176,28,9,20,13,92
225,56,29,98,10,13,0
174,167,13,53,2,5,18
214,165,9,59,9,14,59
190,99,32,95,6,6,20
224,6,42,61,4,1,17
146,133,47,45,9,19,29
206,95,1,52,7,11,96
138,54,32,15,7,9,63
224,225,41,91,4,8,40
161,74,0,95,4,9,7
186,130,39,92,8,14,21
111,158,13,0,13,17,53
162,198,26,72,20,3,24
197,42,23,94,13,2,53
165,236,0,71,13,14,100
73,26,19,84,17,10,18
114,71,10,43,6,9,36
20,132,41,66,3,9,27
229,248,4,90,14,7,83
245,117,16,69,17,10,96
246,14,24,18,18,5,62
163,186,21,5,1,1,13
9,196,6,94,1,8,43
36,218,15,7,12,6,14
79,100,32,65,6,5,64
33,233,12,63,3,2,75
166,85,16,22,5,1,38
90,156,15,84,15,11,37
135,225,2,34,16,20,57
3,122,24,36,1,6,15
161,224,1,13,19,10,78
152,135,45,70,16,8,87
46,211,40,91,10,15,75
156,231,34,8,7,14,85
105,59,3,28,7,2,40
60,202,22,77,17,19,93
28,154,46,51,19,0,49
114,188,23,17,6,0,87
47,97,31,91,16,0,41
247,84,15,54,15,16,17
139,225,19,78,13,13,35
116,107,0,76,8,16,81
227,83,46,22,4,3,31
92,58,44,58,5,6,12
192,56,5,43,4,14,26
189,169,29,63,3,6,47
67,24,4,83,10,16,67
221,236,25,100,8,18,19
210,133,27,64,7,19,66
242,189,12,87,9,7,46
160,28,39,72,9,13,48
11,74,24,76,8,14,25
34,155,38,95,10,17,8
38,93,46,13,15,0,65
17,211,17,6,11,18,21
6,220,8,20,7,16,61
226,62,40,41,2,13,41
2,169,39,89,16,9,100
250,178,34,42,12,5,67
31,95,2,77,11,19,60
66,144,5,92,12,19,94
9,221,27,92,3,13,43
159,103,35,87,13,17,100
153,14,21,26,3,18,73
29,2,21,3,11,9,92
165,14,47,78,1,8,23
214,208,19,41,5,5,4
250,171,11,41,16,12,74
82,188,30,35,17,20,94
53,62,39,37,7,14,36
249,245,1,100,4,17,72
105,23,34,99,10,18,98
118,137,41,2,2,15,45
128,159,47,58,19,17,25
211,23,21,67,7,17,46
90,117,30,70,12,18,27
220,62,26,16,6,6,76
175,7,15,95,2,2,76
80,220,18,20,18,10,23
32,195,41,23,15,8,18
78,44,4,12,6,3,90
221,19,38,89,16,0,70
31,210,22,1,5,11,84
175,175,2,81,11,19,74
238,247,8,8,7,19,2
153,140,25,97,14,3,22
72,129,7,93,14,18,18
127,156,44,44,6,12,58
242,154,21,93,5,16,89
0,96,34,43,6,7,90
144,72,17,43,5,9,11
94,85,36,69,19,10,62
129,86,49,94,8,0,87
139,180,41,19,14,11,28
54,83,18,46,3,9,65
231,200,28,2,14,9,92
38,248,20,9,18,4,9
23,84,40,6,20,3,6
28,55,10,43,19,1,10
186,53,3,5,2,1,48
87,110,39,35,18,1,15
97,112,45,38,5,10,4
118,101,39,38,4,17,27
34,160,35,93,15,4,35
17,188,38,11,4,14,66
96,167,19,70,3,12,48
148,162,43,8,7,4,16
194,48,10,23,16,1,27
117,129,11,45,15,7,92
77,222,13,43,6,9,80
123,127,23,82,4,13,94
238,154,38,99,6,1,79
163,126,25,81,17,14,99
197,124,40,53,6,6,33
149,36,21,88,3,10,94
117,163,4,54,16,16,49
116,104,38,89,15,5,36
224,106,41,44,15,16,97
98,236,4,88,5,3,3
241,56,22,37,8,0,2
67,182,24,53,13,11,64
84,33,5,89,6,1,41
55,73,31,9,14,2,72
159,153,40,83,18,5,85
199,79,14,52,16,12,88
46,245,6,100,11,3,31
64,180,13,28,18,17,36
123,227,40,93,17,1,68
229,171,21,74,6,20,58
113,117,30,60,14,14,35
239,54,29,83,18,6,24
203,77,44,27,3,19,42
206,46,32,72,13,13,78
100,199,32,31,16,17,81
99,156,40,15,19,19,67
174,180,48,86,17,18,56
83,117,2,78,20,3,11
164,51,11,21,10,19,100
106,110,6,24,17,17,84
187,102,15,79,8,2,51
16,18,40,74,9,1,78
75,210,18,24,20,13,70
208,196,8,67,9,9,74
152,24,24,3,6,5,21
200,192,14,21,20,13,70
16,79,17,70,18,8,78
222,195,34,43,9,1,18
173,153,30,19,12,12,64
179,90,45,27,7,12,66
66,21,46,20,3,17,61
213,171,4,72,12,4,76
123,140,14,60,1,20,1
30,91,41,15,7,14,51
83,12,23,90,1,16,45
190,48,12,31,2,4,21
212,144,41,73,3,19,59
142,88,20,62,3,5,22
111,15,5,13,4,2,1
47,49,38,21,14,18,47
59,62,15,63,3,6,80
82,33,43,96,13,7,37
127,102,6,92,11,7,62
21,78,49,71,19,5,96
23,94,4,93,7,12,39
196,181,47,24,15,1,63
203,152,10,17,12,9,37
102,91,15,74,19,8,39
162,39,21,56,13,12,7
91,148,2,6,10,2,34
248,97,43,14,9,4,40
71,214,44,27,13,12,55
57,154,27,32,10,17,25
10,86,46,62,3,19,6
204,51,3,4,17,0,24
121,98,24,35,9,16,27
231,1,5,100,6,15,67
118,124,35,69,6,1,10
128,196,20,9,19,16,53
226,232,9,9,1,9,17
145,94,11,41,18,5,85
135,41,4,49,13,10,32
216,149,33,44,14,2,52
235,68,23,48,15,3,28
178,96,43,20,2,8,3
43,148,4,87,1,20,10
21,118,17,49,17,9,60
49,195,50,61,6,16,24
8,237,18,5,2,9,99
141,181,12,40,10,18,77
171,30,45,18,19,18,41
82,210,26,97,7,7,11
192,200,27,27,15,3,46
19,177,30,76,12,12,39
13,84,44,5,17,13,69
92,43,28,28,7,5,97
82,132,40,85,17,9,33
49,183,11,17,17,19,75
21,167,32,40,6,17,1
77,163,44,49,6,11,17
221,81,2,62,3,5,52
145,133,36,27,11,16,31
239,10,38,63,4,4,18
167,239,36,15,17,7,44
142,163,16,77,1,11,88
27,158,9,38,6,4,24
178,167,10,65,20,13,1
183,103,9,41,11,9,56
102,42,23,52,2,17,97
65,22,46,67,6,12,11
29,168,21,83,7,16,20
222,169,5,23,5,12,56
240,30,34,58,15,2,73
190,238,11,47,10,4,71
208,196,7,94,7,19,56
175,124,29,40,18,5,10
165,170,18,17,15,13,14
35,18,47,60,17,8,74
237,250,24,66,13,11,94
174,205,8,87,8,17,26
5,241,40,67,18,17,9
5,193,4,59,13,12,62
48,7,23,59,4,4,100
239,82,27,63,6,8,35
189,117,11,19,10,2,53
42,65,15,96,7,14,15
74,159,9,18,16,4,11
194,15,1,42,8,14,98
125,5,46,72,12,9,49
230,143,10,47,19,1,71
222,19,48,33,3,17,47
9,241,38,15,2,3,55
42,6,37,81,20,11,5
72,71,6,36,18,10,75
218,149,44,62,5,5,72
69,35,30,1,19,17,27
194,113,11,1,9,14,54
101,142,12,26,12,19,87
128,181,2,59,15,10,17
59,67,3,53,15,8,63
108,53,2,6,17,17,42
54,98,47,10,2,3,75
31,79,11,93,4,19,23
240,82,37,88,4,16,72
88,20,29,43,6,8,13
70,50,30,46,6,9,67
195,193,38,50,12,2,38
164,29,14,77,8,9,14
102,89,22,98,8,11,33
205,180,34,84,15,16,47
27,82,5,69,11,6,0
153,128,31,55,19,11,32
193,40,36,84,10,8,67
28,123,40,27,19,18,17
223,82,18,55,7,1,1
45,125,16,3,7,14,61
71,101,9,42,5,6,90
86,57,22,74,1,1,78
150,215,19,58,10,2,99
213,120,29,34,17,7,91
226,85,5,80,4,12,73
100,114,22,38,19,11,52
89,12,9,64,20,15,62
47,9,37,76,14,9,89
31,219,38,96,9,18,88
43,141,17,51,17,11,54
200,103,45,44,13,9,66
110,82,18,82,14,7,80
18,128,36,21,10,16,75
168,80,22,82,2,15,31
157,188,24,24,5,9,44
72,8,10,7,20,6,80
53,44,41,67,18,10,49
82,206,23,10,13,16,17
146,59,3,11,11,5,96
55,239,17,59,17,10,37
197,178,7,13,7,15,18
211,136,7,92,7,15,100
31,165,26,51,12,14,39
103,50,5,10,5,12,20
23,25,46,99,18,0,71
103,35,3,77,3,15,66
151,107,33,65,16,16,49
147,85,27,76,4,6,4
249,111,49,59,7,17,57
26,32,38,53,11,2,72
27,89,16,59,10,7,58
179,163,4,81,7,2,48
62,158,17,79,3,6,12
84,172,22,58,12,5,24
230,204,11,7,11,8,60
180,14,38,10,12,2,25
1,103,12,9,6,2,48
134,148,15,92,2,14,10
137,104,1,1,15,7,66
214,10,46,96,2,9,1
134,58,48,50,12,8,93
7,80,8,30,12,17,76
212,101,1,23,11,17,74
131,234,1,96,17,18,2
66,31,9,1,18,14,60
175,25,41,79,11,15,12
51,51,36,74,19,7,42
112,122,34,100,18,16,74
187,60,35,58,18,12,48
199,207,40,25,18,3,40
13,118,28,7,16,1,38
142,157,49,29,14,7,31
135,144,22,87,11,16,78
53,115,41,92,15,15,19
173,141,1,31,14,1,45
168,138,16,90,19,14,40
107,144,45,46,12,19,26
183,245,40,27,20,2,46
235,22,39,28,7,13,2
187,225,13,60,10,8,94
218,218,16,70,7,14,49
16,170,13,39,7,18,57
140,104,2,66,11,10,46
69,21,37,98,19,9,13
85,45,14,18,18,17,39
26,150,47,4,15,12,42
191,115,14,66,1,6,61
230,163,0,4,8,10,1
203,229,26,59,5,17,83
58,61,6,14,13,5,82
36,186,13,19,9,14,14
99,150,47,72,19,19,32
143,113,26,37,17,16,51
244,94,48,50,9,19,60
23,48,3,60,6,7,8
71,158,27,11,20,18,43
32,78,7,89,16,8,23
115,161,1,81,8,5,59
121,193,12,47,19,11,87
9,92,22,72,2,2,32
12,240,37,43,16,6,88
43,154,14,74,12,14,4
36,240,45,37,20,12,9
29,189,44,54,10,14,25
150,184,34,3,7,2,55
66,7,36,88,19,16,79
27,84,44,45,18,17,9
124,69,28,87,18,6,61
95,249,35,26,4,14,80
207,223,20,71,19,17,25
152,177,37,91,18,8,55
125,3,42,2,1,1,14
7,204,29,90,13,19,39
159,191,42,96,15,3,6
57,234,44,59,17,4,55
67,58,49,50,19,16,17
18,219,43,3,19,5,25
12,29,17,21,3,3,4
149,87,16,82,15,9,17
96,113,16,94,8,8,0
223,122,17,72,9,14,76
112,124,25,69,6,5,14
140,196,8,66,9,12,27
174,204,44,19,15,6,2
58,14,26,13,16,8,84
30,160,21,57,2,14,65
190,123,20,10,12,15,61
78,151,33,21,3,15,72
235,237,9,16,14,8,44
9,181,18,33,4,15,54
122,150,36,12,1,17,12
65,221,39,98,5,7,81
193,42,30,57,6,3,51
159,185,44,70,11,10,44
207,40,28,27,18,19,89
64,88,48,6,1,2,2
180,213,32,2,13,5,37
199,236,6,37,3,8,22
16,102,48,1,10,8,92
237,240,35,7,1,6,62
146,215,25,73,17,1,40
241,142,46,76,13,18,3
234,48,3,22,2,11,72
94,247,41,7,6,12,28
132,195,40,62,1,12,46
26,18,2,60,2,17,58
248,248,24,25,13,11,87
233,213,36,78,16,4,7
100,43,12,26,11,2,43
105,10,36,3,8,4,18
24,134,8,91,3,16,53
47,204,30,66,10,18,71
107,79,18,34,6,16,9
172,112,19,57,12,15,11
12,227,37,75,9,18,90
185,102,23,13,4,15,65
15,233,36,56,12,1,39
203,221,0,18,7,5,23
220,234,16,34,13,17,40
90,97,41,70,5,8,97
44,95,8,98,12,16,25
164,118,4,32,5,9,88
116,197,15,39,9,5,12
23,214,28,38,3,3,73
244,99,35,14,7,14,20
227,26,35,55,12,9,72
94,47,27,32,5,8,30
154,45,26,46,17,19,95
93,133,18,46,12,6,37
111,55,35,60,20,6,81
188,19,44,8,12,11,86
153,222,37,52,20,1,85
206,163,32,55,19,5,42
52,209,50,71,17,8,58
194,20,48,35,8,19,9
214,56,20,71,20,12,97
215,99,8,32,11,4,75
58,54,20,29,11,1,90
60,74,10,10,20,12,3
231,243,18,81,9,13,8
73,114,8,41,20,16,25
191,191,3,97,3,15,11
100,125,4,21,8,2,14
49,57,41,52,7,6,86
10,87,22,48,6,16,91
43,201,42,82,10,19,80
157,231,7,73,12,12,33
136,203,29,89,7,1,59
76,152,38,39,14,14,70
180,180,24,35,15,2,19
145,243,25,63,4,19,30
210,135,25,71,17,18,16
111,11,44,15,16,18,70
30,26,50,100,12,0,60
177,15,40,1,19,17,19
155,174,44,98,2,18,23
133,241,42,93,13,17,10
29,65,23,30,7,5,14
87,8,2,48,2,6,36
15,199,49,61,18,19,47
189,82,5,61,3,20,60
117,168,7,46,8,5,29
108,70,24,81,11,6,46
7,198,2,51,2,11,82
237,63,27,29,10,14,83
192,123,18,1,4,5,76
88,242,16,79,11,18,97
149,113,36,16,8,4,63
181,26,19,71,3,2,61
83,54,16,34,11,18,23
100,88,2,72,8,6,90
64,159,7,20,8,19,4
247,66,4,74,19,18,35
194,18,44,59,18,6,4
154,16,20,63,6,1,52
150,76,47,48,17,9,76
89,14,28,75,19,18,11
43,8,25,34,20,1,47
25,27,37,98,16,5,85
158,235,35,24,5,17,80
156,32,39,53,17,13,47
46,176,11,24,15,10,55
240,193,9,23,17,20,50
175,66,19,8,14,2,84
109,236,38,65,16,19,2
244,138,11,77,7,5,76
113,102,42,33,3,0,52
217,86,13,85,2,16,16
31,13,35,87,10,2,22
201,192,23,45,5,13,12
144,224,13,92,8,13,27
232,83,26,33,2,16,51
9,231,1,83,10,14,17
156,57,48,64,20,13,45
156,149,10,43,3,17,31
249,133,19,1,12,15,91
92,125,27,57,1,20,1
173,84,12,69,5,15,51
210,8,37,64,18,1,95
169,231,5,81,8,9,61
35,130,44,25,9,2,22
64,235,15,15,15,15,17
112,134,28,1,9,14,57
63,178,18,76,14,18,2
168,157,0,8,20,1,28
18,82,38,38,13,6,22
13,192,3,39,12,17,62
76,146,19,82,17,14,22
20,214,45,72,10,7,43
227,148,40,21,9,6,2
120,94,5,81,10,19,66
183,200,48,93,12,14,13
48,172,18,19,5,14,68
50,75,11,99,19,12,72
216,228,43,71,2,13,63
225,92,7,3,19,15,83
8,79,44,56,17,8,8
224,61,35,62,2,5,44
52,72,44,97,7,16,79
64,81,22,53,12,2,32
153,103,38,21,4,14,9
113,125,40,2,10,2,45
213,145,48,88,11,5,96
91,32,49,26,10,3,72
105,44,5,59,13,14,39
23,56,47,64,6,2,6
220,61,30,10,14,12,27
36,56,13,73,20,20,97
229,23,13,94,11,14,13
138,215,48,50,7,3,37
143,219,2,62,5,2,22
125,121,21,52,17,13,70
138,30,39,69,7,3,62
18,0,10,37,2,6,57
215,216,49,78,4,0,32
134,105,11,30,8,8,93
82,32,2,67,13,14,20
5,96,21,20,19,15,91
8,202,9,44,19,2,98
73,170,30,24,12,15,77
83,13,20,47,4,1,15
48,25,17,2,15,20,15
112,97,24,64,14,4,7
19,46,39,92,11,7,79
250,11,30,19,13,3,91
123,11,44,43,4,5,20
205,210,6,66,4,6,50
61,71,4,86,10,18,47
216,40,29,66,5,1,35
31,191,45,25,14,18,39
164,94,7,29,5,9,71
236,221,3,68,2,17,93
190,196,18,50,20,18,31
74,114,46,70,19,0,94
164,205,9,42,14,19,16
199,241,0,79,5,18,37
93,174,17,81,17,5,69
58,153,37,8,14,15,1
15,216,33,82,9,3,16
184,15,12,17,16,16,90
143,122,38,24,15,9,76
184,246,49,55,4,12,6
176,43,20,4,2,9,96
62,183,49,38,3,7,47
114,170,32,41,15,2,41
149,139,29,7,1,2,20
52,119,3,11,19,10,93
114,32,16,36,5,6,14
24,13,20,88,3,20,70
80,65,23,51,15,1,49
6,102,10,2,14,2,26
227,116,41,26,15,17,72
135,146,26,95,3,2,100
55,18,47,68,20,20,69
35,159,10,8,2,5,31
182,176,42,26,8,14,86
21,22,1,39,18,13,18
98,80,43,12,10,19,53
48,44,40,48,19,19,96
199,49,17,15,7,10,83
23,167,30,100,14,18,95
18,201,12,16,3,17,69
87,59,11,66,2,12,50
145,10,7,2,15,20,91
46,32,16,97,13,11,96
227,191,2,97,10,3,17
138,2,41,67,2,9,99
68,126,47,47,20,4,34
97,205,16,16,20,0,8
212,219,35,55,2,17,5
132,67,2,83,14,13,97
212,190,3,1,11,0,13
243,21,15,96,15,13,14
116,13,29,43,11,4,91
153,105,12,33,14,3,83
101,249,16,4,20,10,57
63,5,40,15,11,13,7
158,218,5,9,5,10,75
216,207,41,31,13,4,42
157,235,50,90,15,3,98
191,87,28,36,7,4,28
163,14,9,33,6,8,64
174,23,10,36,2,4,97
12,59,32,20,17,11,92
168,47,26,44,10,11,18
52,100,43,20,8,14,41
112,34,25,56,8,7,14
192,125,27,59,5,4,58
139,100,5,85,8,5,22
165,134,15,90,19,19,26
30,13,10,47,5,8,67
2,171,21,94,12,13,61
210,83,45,10,5,9,22
153,147,27,26,17,11,19
148,116,12,43,12,7,35
123,169,18,81,6,10,43
202,194,22,83,15,6,5
50,161,29,40,17,4,10
107,248,13,49,15,3,81
153,194,11,45,19,16,34
85,185,13,55,5,14,97
13,9,43,24,19,13,66
126,59,47,20,12,7,23
103,222,21,82,2,7,48
76,64,9,5,1,12,22
197,126,11,94,2,1,72
99,46,39,93,14,8,3
221,142,19,83,20,15,36
168,60,42,38,12,18,30
139,87,19,73,8,5,9
245,250,42,12,14,5,57
72,124,10,9,13,18,85
4,110,20,73,2,7,96
118,177,30,51,13,15,34
38,42,9,62,16,3,36
29,5,18,22,6,3,15
230,235,44,57,7,11,19
88,229,17,5,17,13,68
217,159,9,38,1,10,59
164,14,20,69,14,15,31
34,106,1,88,5,18,71
10,160,45,27,3,20,21
246,170,24,51,5,8,89
115,233,40,18,15,6,83
185,44,22,94,1,20,5
35,153,36,25,4,4,69
70,71,2,86,7,0,68
128,166,42,89,17,13,58
