initial_number_sheep,initial_number_wolves,grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce
76,14,4,30,56,19,1
69,227,0,31,63,19,13
219,138,72,49,41,6,0
242,1,91,47,0,16,13
83,170,30,18,6,3,20
47,242,33,35,84,18,0
178,25,31,50,58,14,9
35,55,97,40,28,19,4
134,220,90,46,80,1,20
158,86,82,3,89,10,5
179,154,11,18,70,20,3
229,150,58,49,14,3,6
113,166,79,49,99,5,4
63,39,0,28,54,1,11
30,176,0,26,13,1,19
205,196,92,16,7,9,19
127,40,28,30,9,6,18
35,234,96,13,43,12,16
104,231,51,5,10,20,8
221,98,73,29,29,4,5
91,8,43,42,38,9,16
229,194,91,11,75,16,12
28,104,81,41,26,20,17
87,39,8,19,77,15,6
163,56,81,43,11,15,2
182,48,98,27,68,20,19
227,25,53,39,54,9,8
155,15,16,27,59,17,8
74,5,30,15,56,7,18
200,192,84,42,34,15,3
121,21,17,11,25,5,1
223,230,46,43,12,18,10
59,117,61,38,20,4,12
67,62,74,11,77,14,3
159,148,83,16,6,18,14
149,49,87,21,63,8,15
189,69,79,5,28,3,16
66,71,50,23,57,10,0
128,12,42,22,54,5,4
179,91,72,21,40,12,7
228,82,36,49,100,20,0
215,117,49,45,87,16,18
232,60,95,26,0,1,4
27,214,97,19,18,17,0
199,125,89,42,38,16,18
7,9,55,43,75,15,17
38,195,33,22,31,13,3
118,32,48,12,11,7,8
238,212,84,24,42,8,14
15,231,43,32,92,7,2
154,175,39,13,27,19,9
210,203,65,46,49,10,5
239,143,94,37,34,19,18
142,158,100,7,48,19,2
213,131,31,44,28,3,7
214,166,22,9,15,4,2
182,1,15,48,85,16,5
246,168,73,48,94,3,20
191,105,77,10,29,4,0
69,223,86,3,53,4,2
19,61,91,50,64,10,18
209,201,40,15,8,18,5
213,88,88,22,98,18,6
144,133,26,49,58,10,0
59,220,97,48,81,13,13
192,207,2,45,29,20,20
240,74,38,23,76,10,1
243,201,81,30,88,2,3
160,199,29,28,68,2,14
182,35,53,50,100,19,0
29,237,28,41,85,13,20
178,231,25,47,32,20,15
59,176,0,13,69,12,20
163,123,65,36,1,20,15
164,76,5,42,41,13,13
118,28,16,49,65,3,1
138,193,69,18,53,19,2
143,199,83,12,83,13,16
216,161,3,29,61,11,19
243,109,91,25,12,15,8
95,1,98,32,15,15,3
110,16,58,30,48,12,11
51,8,73,18,64,14,13
28,132,14,18,45,20,9
101,49,91,34,34,4,19
51,147,2,28,40,16,0
188,60,56,46,83,5,4
150,214,96,11,100,16,7
68,186,19,18,80,14,13
19,131,7,24,0,5,9
158,145,75,17,54,18,20
120,96,73,33,53,18,11
233,147,57,12,87,14,7
244,194,5,0,87,5,1
185,82,4,25,67,9,16
27,37,40,17,80,17,19
243,203,37,46,89,18,16
159,88,92,37,82,19,6
23,2,22,15,63,18,9
75,233,64,42,35,16,18
218,96,3,8,39,7,10
43,138,99,12,91,9,9
188,166,79,20,42,12,13
2,45,78,25,48,5,15
113,70,38,26,44,15,19
157,184,23,23,38,8,5
117,138,11,14,20,17,18
25,158,91,11,16,16,17
0,166,99,7,2,3,9
5,21,69,1,17,6,15
117,209,18,41,43,11,0
187,245,83,45,90,8,17
189,48,15,36,0,10,2
132,123,44,16,76,19,20
234,174,91,39,39,18,13
191,145,63,13,77,19,13
211,210,89,33,100,7,14
84,7,65,47,98,2,19
47,12,34,0,55,1,3
64,78,60,11,0,18,13
75,99,40,0,45,3,3
38,45,20,3,59,11,9
70,22,26,50,81,20,8
55,151,41,39,21,7,20
162,193,54,34,73,9,8
247,38,76,4,3,2,6
14,37,76,32,4,7,19
34,243,57,26,47,16,4
112,224,90,10,2,13,16
77,151,42,1,46,2,16
245,216,70,25,50,18,13
6,158,73,50,39,15,12
33,180,93,43,79,3,4
131,112,53,17,69,13,11
194,9,62,11,63,13,9
116,250,44,12,10,1,8
29,179,86,26,89,4,8
204,242,25,17,86,18,5
4,245,34,17,13,11,4
13,66,51,45,35,9,20
148,121,49,49,73,16,3
238,205,16,27,45,6,11
56,66,92,31,66,18,10
79,165,16,40,19,9,14
125,94,20,43,25,18,7
84,196,18,12,72,18,15
190,55,77,19,10,18,5
235,15,95,26,50,14,0
201,63,58,8,88,17,15
15,22,0,6,59,15,13
198,52,71,23,92,16,8
171,242,45,9,45,11,5
169,183,3,26,2,12,0
246,48,92,15,94,16,12
235,94,7,33,92,13,7
127,219,17,9,95,19,2
164,35,13,12,76,6,12
113,120,75,2,45,7,2
12,26,78,24,43,18,6
249,60,65,13,4,11,18
195,89,80,22,45,11,7
202,200,55,26,55,19,7
94,148,54,15,12,1,12
134,218,44,0,64,20,16
48,120,71,6,86,17,5
222,91,61,25,36,3,19
37,142,90,26,97,20,8
145,88,55,15,28,5,6
178,22,16,35,26,1,16
141,18,100,31,74,14,17
91,81,39,43,38,2,18
244,167,27,19,30,14,19
153,139,60,17,56,19,8
65,18,87,27,89,15,16
121,181,41,19,22,3,5
84,35,41,11,50,5,19
134,213,71,24,30,14,8
224,176,47,28,71,11,6
54,37,51,39,3,3,16
31,212,30,39,48,1,15
131,159,57,14,84,10,5
101,203,21,42,52,3,19
12,148,14,50,4,20,18
207,78,66,46,52,17,2
250,127,46,35,54,9,2
132,11,86,11,31,5,4
181,140,59,30,0,6,4
194,86,23,39,95,17,13
25,194,75,28,23,14,2
240,119,21,17,33,15,14
76,95,27,4,4,19,0
40,33,64,21,95,12,16
64,27,36,44,64,5,18
98,8,61,13,15,8,16
22,16,30,40,25,11,13
108,129,92,50,14,20,9
102,100,44,2,10,11,20
49,234,52,40,47,17,11
125,212,64,23,15,13,10
161,4,26,4,25,16,8
201,51,24,1,55,8,7
55,206,75,11,12,7,13
120,38,72,9,37,19,11
211,10,27,19,98,13,1
219,128,85,19,35,7,17
165,241,53,37,10,14,3
172,57,99,14,2,5,6
46,17,44,39,79,15,8
215,21,63,45,24,20,7
54,23,50,20,18,7,1
96,130,68,16,32,17,7
12,233,82,22,33,18,8
17,249,89,3,1,7,15
100,18,49,10,13,11,16
5,219,59,18,52,3,15
172,168,17,26,52,5,14
221,191,78,8,2,18,5
62,31,93,48,65,17,13
214,68,12,43,10,4,20
136,139,47,39,50,6,4
186,124,5,14,46,11,18
123,164,84,13,86,8,11
183,29,8,0,21,5,14
155,178,69,11,30,8,4
188,92,10,39,36,9,18
154,133,29,32,13,4,11
129,81,8,46,8,2,0
134,1,13,16,91,3,16
170,73,91,2,9,16,10
201,200,16,14,27,14,19
184,51,19,29,12,17,13
48,226,93,27,100,20,9
140,46,88,31,17,2,1
137,206,60,46,42,7,11
135,129,67,25,72,13,20
64,76,82,17,21,15,10
206,203,100,17,68,11,0
239,150,72,40,14,9,12
3,244,91,41,60,9,16
146,77,82,27,34,8,16
146,9,97,16,16,18,2
155,76,26,0,35,15,10
20,32,75,43,71,9,3
59,36,29,39,61,4,10
106,80,73,24,34,3,3
127,7,58,16,85,14,6
226,195,48,42,69,11,12
247,67,9,40,69,5,20
1,15,44,9,98,18,15
101,205,14,15,84,16,1
211,75,23,44,27,2,5
53,176,9,31,57,6,15
232,213,24,25,92,5,12
213,53,53,13,56,16,8
36,56,53,36,20,9,8
143,94,15,32,42,12,10
183,243,58,43,91,3,12
94,95,24,3,4,3,18
122,126,48,3,14,20,20
74,220,100,25,85,16,5
154,56,52,8,43,9,1
50,82,77,23,17,4,12
84,10,99,34,77,14,13
178,166,17,14,82,5,15
166,14,52,8,83,19,0
162,57,88,41,37,19,1
205,94,87,46,54,4,15
61,206,85,48,48,10,16
61,98,48,38,78,11,4
31,44,54,43,21,20,9
78,180,14,39,86,4,11
212,155,53,16,13,14,4
62,191,75,34,86,5,7
98,248,12,25,14,9,12
50,180,29,33,46,2,14
105,22,49,33,19,20,11
78,61,30,19,16,2,20
122,242,37,15,32,15,13
217,226,33,29,76,13,20
213,183,68,33,78,8,5
211,29,12,44,93,6,4
207,187,41,14,88,4,14
7,41,2,17,51,6,18
28,103,33,4,100,12,18
195,139,89,0,23,16,20
132,17,20,35,16,6,5
112,131,42,28,98,11,18
153,51,31,49,71,15,13
170,93,25,33,92,14,1
64,156,15,8,23,12,7
29,243,100,29,12,17,9
104,98,28,15,59,20,14
119,103,81,28,50,12,9
207,73,84,29,77,7,20
168,86,71,0,19,13,4
205,248,94,1,54,2,19
70,161,47,32,15,9,9
134,27,89,45,83,15,2
52,114,65,41,3,6,6
19,154,65,48,12,11,3
204,171,41,50,64,10,13
51,75,27,29,62,11,19
205,227,53,19,0,8,0
144,72,97,26,44,11,17
231,246,24,23,79,16,10
15,60,95,4,90,2,4
196,40,98,48,71,8,9
184,65,55,13,56,13,19
67,99,73,1,2,12,13
14,221,79,14,23,17,1
194,244,85,39,68,8,6
161,31,12,1,49,4,7
236,61,84,2,35,1,17
114,54,67,42,39,17,9
15,111,83,35,35,19,10
146,111,77,23,36,4,9
178,243,88,33,57,13,4
231,154,6,17,16,6,16
142,59,28,40,53,12,3
153,31,7,18,18,6,2
33,21,11,1,20,15,17
184,178,58,5,7,16,17
92,173,54,18,11,20,12
41,229,10,34,95,16,19
186,9,38,9,74,11,8
196,143,100,14,2,6,13
115,9,26,44,76,19,3
46,180,58,41,76,6,16
167,123,71,19,80,4,13
242,230,65,4,79,12,10
193,24,54,43,84,5,20
243,115,51,25,100,9,12
177,210,85,21,19,19,14
186,8,67,9,85,1,17
205,88,21,0,50,12,10
247,81,44,28,37,15,0
169,117,57,30,9,12,7
97,40,8,1,70,3,11
230,153,67,47,77,8,15
17,250,38,7,67,17,0
6,227,60,11,78,6,6
18,133,31,27,87,19,1
208,15,27,38,19,19,0
1,133,0,47,43,6,1
125,32,7,49,26,17,7
58,50,42,48,32,12,2
214,23,8,15,24,12,12
221,216,88,5,62,4,20
142,196,28,47,6,8,15
5,249,61,30,96,3,15
181,198,75,31,37,5,15
181,247,67,15,89,11,19
9,63,42,22,61,16,6
70,200,80,37,32,9,17
96,28,81,34,35,19,0
35,139,87,14,62,9,1
240,75,53,20,35,9,15
250,189,95,17,97,3,16
167,171,5,14,28,17,3
62,38,65,7,89,4,5
188,187,95,34,58,15,14
209,23,4,1,63,5,11
71,141,93,16,11,13,2
161,154,79,38,65,4,1
80,89,52,30,85,5,9
244,80,31,19,34,7,13
137,67,25,48,74,4,4
197,32,88,44,64,18,14
79,190,56,7,82,17,20
220,30,35,11,69,18,10
119,65,47,20,37,17,6
71,153,4,3,99,12,14
69,141,97,42,49,15,3
68,174,95,32,68,10,16
62,216,75,30,66,11,9
164,190,87,38,80,7,7
148,38,75,26,76,20,12
226,131,20,0,11,10,17
207,201,13,29,19,17,12
16,101,49,28,51,12,7
128,222,5,40,11,7,4
28,237,0,38,10,18,5
160,0,19,32,38,18,10
74,21,51,33,6,19,10
79,246,84,39,93,15,1
54,77,6,34,7,14,4
121,250,32,17,13,12,20
217,173,61,6,99,16,16
179,82,32,30,18,8,5
164,209,87,50,44,18,16
57,185,26,25,49,2,6
3,10,54,48,99,9,8
250,242,70,50,64,4,10
196,160,52,43,7,14,13
103,214,81,15,34,8,12
43,172,77,37,91,19,7
204,71,76,25,97,2,7
82,238,9,35,4,11,16
159,132,74,16,100,15,3
201,153,4,5,61,9,17
160,165,24,3,86,3,16
191,94,28,22,94,5,9
178,226,80,38,8,7,18
102,231,41,0,46,19,16
137,182,56,23,82,1,3
234,126,41,39,17,12,20
111,214,10,28,2,1,13
99,186,48,24,60,3,0
220,179,82,11,53,6,3
73,105,25,29,31,17,15
121,95,70,18,10,1,17
159,154,87,40,18,13,20
234,198,58,21,79,20,8
109,219,55,20,42,15,10
173,213,29,19,89,12,15
27,250,46,5,16,9,13
215,212,4,44,97,9,2
229,174,48,5,65,6,13
167,171,23,38,70,4,5
108,117,21,41,63,8,8
83,20,81,2,43,5,13
78,74,74,25,11,2,18
7,237,86,44,16,15,13
203,229,50,3,17,19,10
15,119,37,20,86,19,13
173,161,41,47,87,13,15
60,104,4,31,60,11,19
216,40,23,8,20,12,6
119,184,46,45,1,13,13
197,72,42,22,70,8,8
247,57,97,7,12,8,15
174,116,89,16,61,16,11
48,73,30,15,37,16,10
192,74,56,18,43,9,3
17,43,29,23,99,7,3
85,214,19,48,19,2,14
213,2,45,34,10,3,19
164,76,21,47,73,20,10
64,245,48,34,19,18,9
234,27,52,46,95,3,5
178,241,74,21,86,11,5
223,78,88,12,97,14,10
82,169,34,0,54,12,16
176,156,59,33,39,7,12
131,108,52,39,97,14,5
34,98,66,3,54,10,18
238,222,78,50,66,14,9
73,46,12,40,74,5,9
73,80,23,30,9,3,16
185,21,19,12,16,7,8
85,15,69,44,61,4,5
170,181,24,36,65,3,13
144,146,41,38,34,8,17
243,54,23,28,2,19,10
99,101,38,27,27,12,16
26,6,68,46,9,13,6
190,196,80,13,53,2,2
28,70,30,19,29,4,2
227,76,18,9,0,11,10
179,21,85,25,43,11,1
149,142,60,22,63,14,6
124,82,10,25,63,16,15
201,199,93,28,11,20,7
9,197,64,5,40,8,15
113,80,49,7,63,17,6
137,205,71,25,35,3,16
250,89,37,46,70,20,2
95,57,91,17,6,4,14
6,152,18,31,39,8,14
131,59,95,14,1,11,14
96,162,98,42,4,15,0
28,30,40,36,6,18,4
249,1,45,43,37,18,3
29,87,0,36,7,9,12
80,249,7,21,93,15,7
22,33,84,28,44,17,9
52,0,65,15,53,13,6
200,185,28,2,28,4,7
64,200,69,16,82,19,8
244,22,53,32,80,7,6
149,81,62,49,69,1,20
244,204,11,42,37,8,14
247,66,72,22,22,16,15
24,85,91,4,84,3,17
104,237,16,46,38,6,16
116,102,13,23,80,8,10
244,46,17,41,63,6,18
9,202,77,9,60,4,0
208,232,34,17,21,5,12
220,174,31,15,11,6,16
82,245,98,24,12,16,18
212,155,53,7,52,11,2
209,199,53,17,66,20,8
119,56,11,43,80,3,8
130,18,43,20,89,10,12
43,116,48,32,31,5,5
45,206,36,3,44,14,2
98,106,55,36,88,17,19
180,238,68,13,81,6,12
13,214,61,24,92,6,18
160,220,57,8,77,7,16
163,117,22,2,15,4,20
168,191,85,17,30,10,9
220,194,73,5,32,19,16
228,210,32,42,21,9,0
178,14,29,6,68,20,8
128,126,61,37,80,12,6
173,208,32,16,43,17,16
113,66,87,36,56,4,13
95,174,43,24,86,20,19
77,63,59,29,60,20,19
119,86,88,2,74,11,11
237,230,10,1,85,8,13
68,192,15,50,34,12,8
246,51,26,19,69,6,10
117,56,37,14,18,17,19
206,33,55,30,3,14,6
71,54,26,6,42,8,10
19,157,42,10,20,11,5
161,188,87,37,97,19,15
200,219,87,19,97,5,7
170,191,1,9,72,20,18
175,110,37,19,16,9,19
95,124,29,19,90,9,13
21,133,76,38,27,11,13
190,97,73,31,78,18,5
47,196,69,42,28,19,3
71,64,81,10,84,16,8
185,219,58,4,36,17,6
112,187,34,1,12,13,8
209,234,42,9,92,20,14
208,40,4,35,99,11,19
56,192,18,7,14,10,12
32,135,87,11,76,5,15
150,75,86,7,25,6,0
103,3,35,46,3,4,14
223,110,41,15,4,20,3
173,28,95,26,91,2,4
52,109,47,40,71,9,18
84,40,65,10,30,9,1
17,223,80,6,100,16,11
231,146,89,19,2,9,19
133,86,8,28,13,1,18
204,18,29,0,50,2,17
146,85,14,24,71,19,10
18,60,41,21,57,20,20
52,95,65,10,62,5,12
30,77,69,26,74,18,9
66,223,81,22,86,2,15
187,35,71,12,33,4,8
109,243,70,22,22,7,11
235,205,17,45,65,6,19
37,187,3,5,54,10,16
80,1,53,22,8,16,18
60,101,13,22,3,11,17
87,184,23,29,69,19,0
115,243,95,48,2,9,3
171,86,95,14,59,3,3
127,99,74,13,12,7,12
133,116,35,48,49,14,2
223,135,96,38,1,17,17
58,93,87,12,68,20,11
56,220,10,46,85,20,1
156,13,97,20,74,19,19
30,56,68,27,88,17,2
54,34,61,29,48,10,5
49,29,27,36,75,4,10
38,7,46,3,65,10,5
164,145,70,43,14,5,8
15,205,33,19,39,5,0
232,166,49,15,76,2,4
14,106,56,9,34,5,20
61,112,98,49,72,1,6
0,171,49,28,45,18,14
22,5,76,37,90,12,2
57,33,67,20,52,19,8
19,85,54,0,45,18,15
194,111,44,40,47,1,12
177,250,71,41,35,15,0
102,49,19,18,75,18,13
200,239,59,35,29,15,14
15,80,83,43,80,19,4
117,217,17,22,57,19,4
73,7,54,17,36,14,18
103,239,3,23,60,15,16
227,210,55,1,95,7,5
230,224,83,37,49,8,7
37,113,21,23,85,13,10
237,112,49,25,56,7,5
209,20,85,13,3,18,18
216,165,37,25,86,6,15
247,201,6,22,9,8,9
20,209,54,5,14,11,12
223,53,55,28,41,13,9
136,75,55,5,77,17,15
94,220,25,26,2,13,16
143,124,42,21,27,10,17
60,101,88,18,75,1,1
159,234,22,10,99,11,4
46,218,78,15,64,11,17
54,152,44,33,73,4,15
170,159,29,35,77,13,0
102,76,83,9,97,1,20
90,215,84,12,6,13,17
245,118,86,0,28,2,16
183,175,69,37,44,6,15
123,176,86,45,33,4,20
130,0,75,50,42,3,5
90,214,21,6,47,6,18
185,93,6,8,53,14,11
229,64,15,14,28,15,5
89,17,6,26,66,14,1
117,150,33,31,69,5,15
54,42,8,22,19,4,11
31,172,98,24,96,17,6
66,93,35,11,49,15,6
83,113,83,15,4,18,5
175,132,71,2,14,1,14
201,64,9,41,58,7,9
83,8,56,21,52,12,0
188,187,80,35,50,16,1
82,227,53,22,79,20,1
51,182,42,32,89,11,5
89,249,76,32,58,16,2
185,56,97,32,81,19,9
17,103,24,29,18,12,11
204,243,72,10,60,14,18
116,236,29,28,47,14,10
115,13,15,50,52,1,18
40,137,39,42,46,14,15
111,94,100,45,3,1,14
122,135,50,26,13,17,14
210,210,58,36,83,3,5
83,73,85,24,27,2,10
149,73,69,36,14,17,7
82,244,76,33,10,12,20
150,197,46,49,0,20,19
201,77,39,3,82,19,13
224,58,39,8,61,19,8
51,159,99,5,8,8,5
236,20,81,26,84,8,0
214,110,19,15,32,6,18
245,70,20,8,90,9,18
215,47,89,9,88,17,0
49,158,15,47,30,15,0
46,86,91,19,65,6,14
102,237,59,13,65,18,11
73,161,6,3,31,18,5
41,58,46,47,69,20,14
119,99,85,4,85,7,0
169,91,66,43,22,18,8
73,161,21,37,25,15,9
12,126,80,3,62,20,20
15,74,47,44,11,20,11
3,10,75,35,33,17,5
101,216,29,17,71,9,16
190,3,64,42,27,16,1
240,198,96,17,59,15,18
221,200,32,34,93,3,15
155,58,16,8,67,18,9
206,122,96,42,68,16,14
151,170,13,23,9,8,15
249,184,0,46,79,9,15
228,10,43,23,95,18,10
190,168,90,46,68,9,7
164,155,0,1,88,12,4
84,159,30,17,41,10,17
163,118,71,39,3,11,9
190,173,76,31,86,18,2
78,119,0,0,13,12,19
2,235,41,49,25,12,19
176,38,0,44,7,17,8
46,79,32,50,40,9,19
157,28,82,46,39,3,18
33,113,27,13,37,5,4
90,94,93,9,31,2,3
92,238,99,1,75,7,13
218,119,80,48,46,11,11
10,45,29,4,67,10,18
136,13,15,35,95,6,7
72,173,89,23,30,3,16
130,68,53,48,85,16,6
157,52,94,42,60,19,7
173,38,14,46,1,19,2
163,69,15,42,6,19,20
3,26,84,8,30,3,7
91,105,59,42,67,10,13
223,89,37,2,26,16,9
224,150,87,19,2,15,2
164,113,3,10,35,2,18
160,58,3,13,45,20,5
65,60,27,36,99,2,15
49,48,97,21,48,15,16
56,13,22,16,96,20,19
81,25,17,21,85,19,4
65,190,42,19,14,16,14
10,44,19,4,9,6,4
158,40,2,21,34,8,12
124,109,87,15,24,16,13
225,245,15,36,12,18,7
102,169,81,35,100,10,12
57,184,62,21,16,2,19
144,94,60,36,78,5,15
71,106,75,12,30,17,20
126,134,82,25,17,12,9
86,180,28,27,11,15,10
8,82,45,49,32,10,6
48,82,8,44,75,8,6
209,236,17,31,50,2,1
205,214,82,41,41,18,2
30,24,46,26,25,16,11
239,112,7,5,75,10,10
167,202,16,0,66,10,17
67,17,93,17,27,10,9
176,137,85,34,49,19,9
47,187,15,3,32,19,2
123,224,19,43,81,12,9
169,155,27,7,43,2,13
12,213,27,39,41,2,13
186,2,63,29,55,9,20
192,74,81,15,33,14,0
81,91,95,30,30,10,3
133,27,91,7,33,10,5
86,208,85,42,43,16,11
73,163,41,31,81,8,13
71,185,71,14,65,8,2
117,213,63,13,18,20,9
224,164,7,7,8,8,1
197,69,15,23,34,11,17
34,26,71,32,89,3,2
54,17,32,34,15,3,9
164,190,97,35,48,19,11
158,115,26,33,20,9,1
142,162,62,45,45,10,16
171,22,22,34,2,7,12
39,241,90,37,26,11,14
161,77,0,34,84,3,11
185,206,25,17,5,8,9
87,10,5,10,80,4,3
167,60,76,1,23,6,13
66,70,10,16,21,3,20
30,189,24,35,28,14,8
55,225,65,33,29,16,13
178,15,27,16,70,13,8
214,69,65,10,42,7,11
223,211,76,24,91,14,6
69,164,90,37,92,3,18
117,172,22,27,33,19,10
92,159,98,8,1,12,12
151,11,10,45,19,9,3
174,19,84,36,83,11,5
71,194,71,1,57,18,3
212,210,70,6,15,1,3
88,213,21,49,40,6,12
91,13,30,35,4,9,2
45,64,8,44,65,18,9
111,25,32,6,46,15,6
4,1,32,9,84,1,2
228,228,39,11,10,4,1
231,242,11,38,8,5,17
130,196,53,18,53,16,15
22,186,30,49,76,4,14
79,227,94,11,98,7,6
2,118,26,28,0,17,3
183,123,46,44,71,17,18
135,172,6,36,98,6,0
159,168,10,27,2,9,1
62,56,55,25,20,3,12
38,105,3,30,91,3,14
38,96,38,40,14,3,2
163,241,79,13,46,19,1
244,207,59,3,75,18,7
175,123,33,15,67,1,7
212,216,44,46,26,3,18
30,185,29,0,0,13,11
110,90,80,1,55,8,10
4,246,66,45,11,9,19
105,1,26,13,36,11,13
196,239,65,10,7,20,15
204,26,4,49,12,2,5
222,205,61,14,95,3,19
42,62,68,48,99,19,11
144,151,22,36,91,20,12
229,204,2,30,69,6,9
152,155,70,11,77,15,19
126,208,25,12,87,18,19
106,133,59,47,80,8,0
34,157,80,43,42,6,16
78,90,100,16,99,3,18
87,197,47,19,100,16,19
48,21,18,31,22,14,12
164,1,25,14,79,14,5
22,52,13,39,93,12,17
151,33,55,23,69,8,11
152,220,34,45,39,1,16
108,189,91,49,15,11,9
90,100,23,3,25,11,15
145,166,73,7,37,1,16
186,0,80,31,84,7,9
122,219,12,16,45,11,16
114,166,38,7,7,9,0
78,185,43,21,12,1,16
222,166,3,26,22,14,18
10,120,43,0,10,8,1
141,101,83,9,38,20,7
184,142,23,3,62,20,18
207,166,20,11,31,11,10
153,135,78,27,49,2,10
68,46,57,0,46,15,1
192,3,26,3,8,6,17
34,1,70,3,24,5,20
200,246,98,6,11,17,12
166,123,23,26,60,8,8
89,179,87,45,98,12,16
26,223,7,50,26,11,13
136,174,61,36,44,15,11
15,230,75,1,31,1,11
70,250,43,46,29,15,15
182,38,60,3,46,18,9
230,146,6,24,0,4,19
73,128,70,18,65,19,10
97,216,46,35,25,1,16
21,144,56,25,75,8,7
162,67,1,11,82,3,5
236,30,7,31,50,12,20
169,213,77,8,28,19,18
112,132,40,42,47,18,1
207,32,45,3,84,3,7
175,69,30,37,14,18,13
6,206,37,27,35,3,15
121,85,10,15,25,1,20
135,14,7,2,36,20,12
148,129,28,26,4,10,18
128,243,15,0,36,20,10
187,134,47,2,37,3,5
241,31,73,50,69,5,14
116,100,48,9,80,20,0
182,177,1,6,4,17,9
64,53,14,49,87,8,14
45,77,42,17,76,1,11
7,200,26,30,63,14,2
122,21,54,30,57,17,10
190,115,91,13,44,1,6
156,208,66,11,78,15,9
219,49,82,4,84,14,0
70,34,25,33,82,10,11
60,233,45,29,27,6,20
25,244,4,16,44,8,5
241,130,9,2,87,5,20
199,20,27,42,14,10,16
68,103,62,49,87,13,16
116,248,14,50,44,4,4
14,158,70,21,94,8,9
56,148,56,48,17,10,8
63,76,26,35,1,3,7
36,240,25,5,80,2,5
163,90,25,23,22,15,3
143,7,14,35,41,3,13
145,54,76,16,25,3,14
154,143,91,0,69,3,4
224,211,93,30,76,3,4
241,220,89,5,29,5,10
136,182,42,30,27,17,20
192,18,7,22,4,10,15
27,130,42,35,93,18,20
196,202,52,7,95,17,11
2,133,94,32,53,2,15
181,189,38,45,76,7,14
68,182,19,13,9,19,16
212,194,87,10,13,9,9
201,3,49,23,85,6,11
9,236,9,33,42,16,2
153,98,47,50,74,20,2
158,231,29,34,77,16,11
15,130,89,30,90,3,3
165,159,31,12,88,19,0
138,20,6,4,96,6,1
74,102,84,7,20,4,13
143,28,67,43,46,9,1
143,147,58,38,55,12,4
188,229,40,25,93,7,11
189,178,95,35,33,11,1
178,52,32,45,47,3,8
73,32,72,20,91,1,3
191,24,47,19,9,1,16
246,38,97,32,69,10,12
115,162,32,41,28,15,7
226,158,65,44,69,10,2
145,68,9,11,43,20,4
102,173,95,24,49,1,13
5,250,90,26,81,13,6
202,39,18,35,22,8,10
76,127,0,1,52,12,9
141,181,77,0,35,7,11
140,168,70,17,68,10,14
68,68,31,1,87,4,4
117,89,62,35,16,18,2
249,203,80,29,10,4,8
116,57,58,23,78,14,15
175,245,12,39,37,17,1
101,234,71,43,1,11,11
92,240,73,33,8,7,20
62,106,78,2,2,14,1
15,126,6,5,67,14,0
118,131,37,7,35,12,6
79,51,7,7,18,16,13
52,81,93,42,41,2,15
127,221,92,40,45,17,20
148,96,89,45,47,20,8
131,41,71,7,12,20,11
48,117,49,1,39,1,8
201,103,95,29,95,18,10
53,242,96,12,53,17,1
36,2,86,22,84,2,8
161,128,83,42,97,11,14
37,40,52,0,63,17,16
163,186,29,23,57,14,7
150,61,52,32,11,2,14
195,48,5,22,63,2,6
165,203,70,15,47,15,4
126,239,64,28,56,20,6
174,0,44,24,31,4,6
108,114,85,4,64,3,15
12,82,3,31,42,6,12
145,152,96,6,92,16,12
75,165,64,12,0,6,16
11,116,13,11,40,15,8
107,148,97,16,85,9,8
141,243,0,18,12,8,0
13,225,68,13,76,15,12
135,107,17,27,93,2,10
224,214,18,4,55,16,11
68,127,60,38,95,1,2
141,64,12,34,16,2,7
203,80,57,35,96,10,10
112,56,14,4,32,20,19
68,216,64,30,30,3,17
180,75,15,42,48,18,3
95,60,25,8,70,11,12
41,225,61,6,67,6,16
156,189,80,41,94,3,3
116,38,7,32,49,13,19
80,231,27,10,5,12,1
75,106,71,35,50,7,19
16,153,49,5,23,7,14
220,173,25,6,2,12,7
197,164,53,28,22,18,8
233,28,89,43,4,7,18
163,1,22,29,33,11,14
44,177,99,49,68,6,4
181,56,19,22,31,5,15
217,138,95,4,9,12,15
109,65,93,48,45,6,3
85,207,50,37,37,4,8
164,236,84,4,83,6,2
176,128,53,37,17,6,5
142,38,58,23,67,8,16
221,208,71,49,95,19,4
41,209,52,7,54,7,10
87,37,79,18,60,18,16
31,208,33,28,24,3,2
50,0,23,12,32,11,13
103,221,69,18,79,13,7
16,96,66,34,97,14,2
67,228,99,44,65,16,8
91,208,18,36,31,2,18
11,63,28,37,77,20,13
193,12,11,28,24,11,14
184,166,84,5,93,3,8
232,147,87,26,12,19,5
67,200,45,22,4,6,18
139,193,82,39,37,3,16
20,211,4,6,47,7,6
171,19,55,10,20,6,9
226,201,4,34,85,11,2
205,240,71,38,78,1,8
200,88,21,28,8,1,5
3,13,55,10,79,3,0
39,47,89,21,75,7,19
87,99,30,17,94,1,18
129,6,54,16,92,20,5
149,39,86,29,99,5,13
112,14,47,16,69,11,4
156,58,14,41,40,7,15
101,63,93,39,62,3,6
85,16,21,11,24,18,1
83,52,85,9,50,7,1
159,167,97,26,62,4,10
183,116,78,46,55,4,2
34,50,50,12,57,6,1
90,179,29,0,37,20,14
78,202,53,38,38,14,6
118,190,90,22,49,1,17
107,212,30,27,91,15,10
169,96,59,30,13,6,7
