initial_number_sheep,initial_number_wolves,grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce
230,189,19,37,18,18,11
190,198,27,41,42,10,20
119,165,48,42,47,14,3
137,212,57,12,28,14,16
228,75,92,5,19,13,11
138,12,16,13,41,6,0
171,180,66,9,53,14,13
212,201,63,22,79,7,3
70,179,89,46,86,14,13
60,204,41,41,80,2,16
233,44,50,35,40,16,16
5,199,40,18,67,12,4
84,207,36,49,86,15,5
88,151,73,19,71,15,13
15,159,75,40,25,19,13
91,92,5,31,5,13,19
212,100,5,23,24,15,7
79,170,32,12,14,17,6
101,78,9,44,48,8,8
4,135,40,5,68,12,13
48,29,44,47,59,1,4
192,140,62,25,71,17,1
23,236,99,14,76,18,5
54,36,90,44,74,15,18
111,58,12,13,96,5,17
240,20,11,46,62,16,10
133,202,28,38,13,11,12
136,38,92,27,61,4,10
109,217,90,17,50,4,14
245,103,58,8,28,18,1
243,197,22,49,76,12,11
149,237,78,50,65,5,12
49,36,42,35,11,11,6
124,0,41,0,22,5,8
45,246,74,9,53,14,3
184,219,34,26,69,8,10
184,110,44,3,93,10,16
204,120,62,48,8,7,17
167,71,72,9,19,19,19
145,86,91,30,60,13,12
116,60,62,34,17,15,0
200,36,37,42,19,6,0
84,167,15,24,97,6,7
147,212,3,32,44,13,4
243,64,36,38,88,11,13
144,34,63,11,2,10,9
171,148,68,14,39,1,0
242,125,52,23,49,11,10
151,24,25,16,8,4,3
180,165,25,31,87,5,2
228,117,57,10,10,16,0
9,80,56,26,48,3,20
231,190,1,37,11,11,1
199,165,69,14,47,8,20
95,202,27,2,18,13,20
181,22,97,35,14,5,18
42,68,68,10,99,9,4
184,51,93,4,17,4,4
25,159,84,37,34,1,1
63,207,92,48,84,18,10
69,190,46,7,19,4,7
30,7,2,29,78,15,20
3,209,99,39,44,5,1
205,6,4,22,12,11,20
227,209,46,27,29,5,8
207,14,90,28,5,13,2
227,76,11,25,73,13,2
85,249,7,44,4,20,2
237,194,68,5,94,10,9
101,213,99,29,22,17,6
232,222,7,33,15,1,11
16,219,36,9,69,1,3
142,122,27,21,1,3,14
65,230,55,29,72,7,14
24,14,39,6,59,13,15
136,195,40,0,12,7,4
219,110,87,35,85,15,6
188,22,97,8,88,13,7
15,141,56,7,61,17,15
109,64,35,25,91,13,18
23,109,89,38,22,1,0
162,91,65,20,31,5,20
191,176,60,39,47,10,12
98,174,9,5,88,11,5
174,121,59,23,45,8,5
193,111,3,26,70,19,9
61,109,80,1,28,12,17
106,132,88,30,70,17,8
34,5,47,25,24,4,15
44,220,27,49,53,10,6
140,235,60,11,48,6,14
154,56,54,17,20,1,0
18,84,38,17,26,6,10
63,55,87,35,58,2,15
97,244,27,7,17,6,9
147,202,7,28,23,1,15
229,140,95,35,28,11,19
151,69,22,8,10,12,4
106,92,78,39,51,6,20
108,222,99,17,42,18,6
78,244,35,11,49,7,16
158,209,14,37,5,4,8
185,230,7,5,64,4,11
131,146,59,28,80,13,6
162,109,98,35,30,9,20
147,191,4,42,56,13,7
218,218,99,44,71,4,9
55,125,34,16,56,5,14
213,184,60,25,90,3,20
56,154,11,12,53,2,8
31,144,67,6,25,20,11
48,102,38,0,92,14,8
196,116,41,19,70,16,2
213,173,1,24,84,6,9
89,102,96,18,93,9,19
64,3,7,16,6,12,2
72,21,8,18,52,12,16
108,27,14,20,33,11,13
24,155,42,46,22,6,4
212,72,19,4,40,1,9
81,40,24,25,56,15,12
116,43,67,4,41,1,0
238,95,84,21,95,16,10
118,121,84,8,3,7,10
196,233,52,43,85,12,9
250,214,26,37,88,12,20
108,64,66,13,0,9,15
239,127,84,10,91,3,16
180,79,6,33,10,8,17
243,121,36,1,54,7,14
85,28,57,28,42,4,6
248,234,22,21,3,18,4
6,82,14,21,84,8,14
223,101,26,17,58,7,4
13,153,85,14,35,15,9
218,98,25,43,58,12,19
118,139,85,1,36,2,3
145,169,58,48,5,12,11
61,105,91,26,100,5,10
123,175,59,10,18,19,0
184,28,71,10,42,20,11
49,199,76,50,49,1,9
92,63,85,35,74,10,2
179,224,28,6,33,9,14
98,212,95,48,10,4,15
85,154,67,1,10,20,10
31,96,39,2,75,18,0
97,90,38,37,79,10,10
230,169,93,19,67,16,11
222,141,34,31,38,7,2
221,205,44,27,86,12,6
17,108,48,22,89,19,9
207,209,75,34,1,5,4
65,166,60,22,88,10,0
67,236,63,39,26,19,16
92,185,31,39,37,5,17
188,34,78,12,14,1,4
94,150,44,21,43,7,1
190,22,34,37,12,17,7
111,137,94,19,56,18,3
163,65,77,17,27,14,17
158,143,63,36,32,14,14
248,66,99,21,63,14,2
181,4,82,20,27,11,3
206,246,41,7,54,3,6
134,245,94,18,80,20,1
228,46,75,49,55,11,7
25,59,54,35,87,8,3
198,163,15,6,78,13,10
191,71,95,44,45,18,5
90,14,10,36,41,15,7
67,94,97,17,73,20,5
248,3,62,15,37,12,13
33,129,41,20,99,1,15
105,186,53,29,9,6,20
150,58,54,26,44,19,16
88,137,61,37,68,5,6
228,68,44,8,58,11,7
137,220,59,23,53,14,7
230,81,70,13,35,10,2
207,123,0,44,22,10,13
123,229,57,4,81,1,2
242,157,33,1,86,13,12
202,9,43,10,59,11,3
51,149,54,11,97,13,1
85,115,50,19,92,9,12
146,27,37,29,92,20,6
248,106,48,4,59,12,10
224,99,46,5,9,8,14
43,63,53,1,100,10,10
88,133,39,22,53,19,18
52,69,76,3,19,7,17
69,135,95,45,60,10,4
138,180,8,26,38,5,18
75,89,4,39,67,9,20
88,243,50,38,56,5,12
44,109,93,37,82,3,10
48,157,78,3,16,16,14
43,204,81,14,7,12,17
69,87,46,13,59,16,17
202,204,15,28,2,13,7
190,16,95,13,100,2,2
6,50,93,10,99,19,8
203,2,39,11,20,11,6
207,64,3,39,91,15,17
103,38,15,34,50,3,17
202,123,58,7,50,13,2
3,170,82,11,26,9,3
170,85,91,50,42,17,13
138,37,47,1,60,15,3
118,43,80,7,65,15,17
154,8,80,14,40,6,1
97,137,62,37,41,17,10
15,14,10,37,20,16,13
5,36,100,31,93,14,3
132,169,57,42,58,4,7
126,245,71,21,9,5,19
12,142,12,14,17,4,14
123,133,57,33,91,6,13
103,230,9,10,27,2,6
6,124,29,19,70,7,16
50,124,95,19,1,12,10
236,12,100,10,7,6,3
42,154,0,0,71,15,20
240,236,77,14,85,4,0
207,172,31,31,98,12,12
151,180,9,10,26,10,0
164,39,48,50,3,4,11
218,16,51,22,62,18,5
4,67,15,47,55,9,2
57,87,58,42,76,10,17
137,179,2,33,75,5,13
20,8,51,30,55,13,4
227,237,43,14,42,17,6
104,207,97,36,35,9,2
182,177,22,9,22,7,12
247,177,95,16,78,17,15
241,59,14,35,55,13,12
122,64,29,44,16,5,1
2,9,45,24,82,10,19
26,118,30,32,93,5,12
165,217,91,7,59,5,12
123,2,82,40,89,19,10
13,70,19,32,99,4,2
25,129,83,27,50,19,9
120,138,45,8,92,12,11
162,98,33,27,94,11,4
32,67,90,38,20,12,4
5,245,90,28,75,4,20
214,24,48,20,15,4,12
249,118,82,20,95,15,5
216,147,99,46,25,12,15
100,70,24,6,2,2,17
91,45,18,25,68,7,3
91,189,42,15,0,6,10
235,166,22,21,34,8,1
149,161,6,48,97,15,13
120,77,65,41,68,13,20
15,244,40,28,74,15,18
211,185,30,43,24,17,5
88,206,69,45,67,3,17
51,236,4,6,21,13,2
23,227,52,23,77,6,13
232,68,100,46,80,10,2
18,225,92,3,11,13,10
158,55,65,31,93,8,18
89,147,48,50,69,9,17
88,34,98,20,12,8,18
108,72,73,32,9,4,13
14,165,6,38,77,10,17
197,128,95,8,15,19,11
169,216,79,32,96,5,10
10,137,87,41,45,13,4
179,188,96,12,99,1,10
3,162,50,44,19,14,18
107,60,60,40,55,16,6
63,239,31,14,10,15,11
138,229,17,0,14,19,6
126,26,26,44,96,8,6
26,220,66,27,26,9,2
16,122,24,46,32,15,0
34,61,30,0,15,16,6
200,226,61,33,57,19,10
56,183,95,48,17,10,10
204,160,52,12,11,20,5
217,171,76,46,76,13,18
174,3,84,44,77,8,11
87,60,96,41,98,12,18
141,240,79,33,80,20,13
231,250,5,46,18,20,10
187,182,100,23,80,16,18
207,208,61,7,89,5,0
234,156,0,12,60,19,10
196,178,59,38,63,14,20
145,249,3,6,34,10,9
106,30,27,13,78,3,8
240,108,61,27,37,3,12
74,214,77,45,49,14,12
66,232,51,13,34,5,11
159,26,19,27,18,12,3
53,219,34,17,20,9,19
185,20,24,12,6,4,13
59,74,59,46,28,18,1
80,72,62,24,83,16,13
11,213,72,28,53,14,7
218,30,77,33,54,12,0
39,120,99,30,87,9,0
47,42,21,23,51,16,10
46,105,30,3,23,15,15
204,22,75,49,43,8,5
131,40,82,47,87,5,15
248,227,28,20,17,15,14
175,146,31,11,21,4,1
73,31,20,3,15,14,10
63,43,85,1,5,7,15
194,122,95,36,44,18,20
91,171,77,13,50,14,10
18,135,10,40,31,14,3
166,103,88,22,74,1,0
160,68,29,38,38,8,6
208,143,76,40,47,13,5
86,30,9,5,14,9,10
177,176,8,36,53,16,18
201,123,25,37,58,9,1
105,90,24,33,61,16,19
210,133,99,9,92,18,20
139,128,16,2,13,11,10
42,249,76,29,18,12,15
171,151,57,47,6,10,17
8,190,29,20,89,11,12
9,170,93,38,61,15,16
72,114,81,17,40,14,7
210,200,16,35,82,13,19
87,85,54,45,96,4,2
30,120,33,32,3,3,1
3,188,89,29,23,16,7
189,116,27,35,93,17,16
12,175,31,49,28,6,13
142,22,40,41,1,11,18
17,104,99,21,29,19,2
74,161,97,32,87,19,17
156,67,2,50,70,20,11
133,30,26,35,49,3,6
153,168,93,48,10,18,10
41,14,89,38,9,2,12
222,84,91,15,100,3,16
215,221,67,45,57,12,19
59,90,12,45,33,6,2
200,59,28,42,23,3,1
98,54,100,12,26,3,6
158,7,20,41,58,10,20
166,21,11,2,14,2,5
223,187,27,16,80,9,20
216,248,18,41,10,2,6
201,159,80,38,2,7,4
228,29,12,2,12,10,15
21,157,57,16,60,2,13
12,246,64,19,96,18,0
33,49,73,40,47,3,7
190,207,3,20,83,18,19
242,45,1,15,58,6,19
58,72,95,38,65,4,16
159,184,40,16,47,6,6
46,46,83,8,34,12,5
136,81,100,48,10,16,9
90,49,12,7,82,5,17
248,186,18,8,100,4,0
4,54,71,13,97,19,10
136,1,44,46,76,12,15
188,29,8,20,42,2,6
148,131,1,8,98,2,13
92,49,7,46,14,12,12
194,33,24,11,58,1,14
47,110,9,29,40,8,5
220,226,13,26,69,3,6
157,17,87,36,75,16,3
61,166,64,16,8,15,7
205,135,18,32,44,12,0
18,146,67,42,63,2,3
161,219,58,7,9,1,0
16,124,32,49,51,15,2
196,81,19,33,60,15,1
92,157,43,20,61,12,11
42,123,73,49,80,4,10
247,127,70,39,84,4,20
41,114,84,14,63,7,20
242,237,82,4,47,7,1
145,73,57,29,42,9,20
238,194,68,18,74,8,17
71,156,22,39,99,8,16
225,193,99,50,82,2,9
84,90,16,44,6,18,11
224,181,30,26,58,14,5
171,29,76,41,60,10,16
95,64,81,14,61,18,8
1,153,94,14,41,17,17
37,89,96,32,38,9,15
153,141,18,11,10,7,18
178,63,36,20,31,5,16
151,186,45,40,86,14,20
224,60,44,25,39,8,5
50,77,20,27,78,15,14
231,195,37,43,95,12,9
136,206,48,36,67,7,2
195,154,44,11,64,16,16
18,57,76,41,58,12,11
146,1,53,36,46,6,8
239,21,15,2,88,4,3
66,19,61,34,73,10,2
38,33,22,29,93,19,15
231,196,68,41,1,17,10
239,235,23,20,63,9,3
101,117,50,28,31,10,20
231,58,85,22,84,14,15
31,63,52,1,75,18,3
198,118,42,46,38,1,6
103,124,46,19,58,1,1
213,42,16,40,1,13,18
250,215,91,50,3,2,16
21,23,58,41,28,16,0
56,189,71,8,99,14,18
38,39,34,34,87,14,12
169,138,18,44,40,7,11
50,19,80,13,16,15,4
6,153,7,47,25,1,19
112,194,20,17,12,14,15
204,141,72,20,75,3,0
246,46,22,11,90,5,20
48,204,75,42,99,15,13
48,136,20,0,76,2,16
129,47,46,28,98,17,5
246,180,41,41,49,3,6
34,12,38,37,44,14,10
64,57,57,16,3,10,8
187,221,0,40,29,10,12
116,160,19,35,52,7,3
54,187,75,8,16,15,17
225,30,22,21,16,3,6
172,95,85,19,44,5,13
21,49,5,1,56,19,16
92,86,83,39,75,12,7
212,203,62,42,0,15,14
244,79,21,32,63,19,10
136,214,66,44,5,20,17
125,132,39,41,58,4,10
221,245,39,49,15,16,15
41,36,70,11,37,11,14
62,238,90,8,94,16,19
46,236,69,38,13,17,6
195,226,18,2,29,10,19
106,101,41,18,80,7,10
175,26,5,50,32,10,20
240,106,29,6,3,5,5
213,10,51,34,34,8,19
91,109,20,8,96,5,0
163,51,33,42,47,14,12
132,159,29,18,65,12,15
215,61,41,31,95,10,14
227,2,81,14,15,13,7
1,248,91,0,43,10,12
156,221,55,10,76,7,16
107,203,29,10,85,12,8
223,160,40,47,13,1,8
219,84,48,45,77,13,3
78,126,43,15,12,10,18
77,212,70,39,49,17,4
168,165,29,16,60,13,17
110,58,91,36,38,5,12
112,139,90,24,49,11,17
133,126,13,7,94,6,13
218,136,90,18,81,3,19
39,36,100,47,85,9,19
43,78,0,48,98,10,3
35,145,57,37,42,9,4
18,8,50,40,76,16,5
117,134,92,33,61,16,9
194,188,50,17,5,17,17
208,112,11,6,33,11,4
62,242,47,32,6,8,4
157,246,100,47,51,11,11
168,193,50,31,22,2,3
201,237,36,35,20,4,1
224,153,33,37,5,4,10
84,55,0,1,15,20,9
205,44,97,1,41,13,7
133,212,26,7,53,6,16
173,61,9,29,60,7,15
111,78,56,5,40,2,1
45,10,96,0,55,3,3
82,20,5,18,12,8,8
13,211,62,33,8,5,12
111,5,89,32,93,11,4
57,41,99,25,54,6,1
156,185,64,36,1,17,10
169,137,18,39,34,13,13
189,218,53,5,99,1,11
216,201,23,11,10,16,16
249,243,42,44,56,13,0
145,185,35,30,75,17,18
186,110,72,23,12,18,2
28,35,22,43,56,17,8
132,34,6,36,71,3,12
53,106,61,21,82,13,0
145,86,99,17,83,15,12
113,178,89,10,21,2,10
238,131,93,11,34,11,7
133,49,59,16,19,17,7
193,0,91,39,0,8,3
139,238,44,21,33,12,18
124,85,8,1,65,2,1
7,86,71,40,13,20,14
109,135,71,7,35,17,6
196,195,42,14,51,8,0
102,134,62,12,7,20,3
206,189,46,9,52,12,8
126,199,99,48,45,14,15
210,5,18,16,66,16,8
31,154,40,24,68,9,17
155,231,93,0,76,20,12
194,213,63,22,84,3,16
102,200,8,48,11,11,15
186,231,64,20,18,18,3
233,34,13,26,64,4,17
15,25,15,50,17,17,2
136,135,3,13,72,3,15
110,214,31,41,22,9,17
247,176,63,11,74,18,8
219,147,67,34,84,7,14
232,215,8,1,93,6,1
246,133,63,28,14,3,8
121,150,71,33,94,16,4
78,220,25,2,84,19,11
223,107,20,33,75,19,14
128,205,97,5,19,16,16
85,71,54,9,80,3,10
66,243,93,25,84,12,16
234,106,96,35,47,18,14
110,215,73,19,66,9,16
210,52,10,30,35,5,13
217,208,52,41,12,11,20
248,249,94,5,98,4,4
49,67,51,2,6,5,17
217,134,54,21,44,7,19
105,110,55,31,12,16,1
7,153,80,19,29,18,19
112,220,78,8,52,8,16
73,60,72,5,78,11,7
204,8,16,5,90,13,19
86,25,26,34,34,1,9
92,7,34,26,39,5,9
204,166,14,35,0,13,15
119,94,16,2,41,4,5
12,198,88,20,71,16,19
185,147,68,28,70,1,18
171,172,83,26,85,11,17
180,232,52,18,63,16,17
208,96,89,34,26,3,0
116,175,90,32,85,6,10
168,114,55,39,1,14,20
30,239,89,41,59,17,2
49,3,34,23,80,18,1
12,36,34,30,40,13,18
190,93,86,4,69,1,7
65,78,62,45,85,4,19
244,171,61,35,92,10,13
35,96,50,23,54,17,11
49,199,90,39,46,15,10
82,155,16,24,6,17,20
170,13,11,35,21,9,11
200,83,75,34,69,1,10
136,80,11,40,64,15,12
217,176,89,27,71,18,5
10,35,87,50,68,6,14
163,247,65,1,90,15,19
59,176,3,21,67,4,11
61,172,48,28,29,17,8
150,85,39,37,96,6,8
112,60,50,0,26,4,18
200,234,80,13,54,7,7
138,231,18,2,33,10,1
218,131,80,24,94,20,4
230,190,35,50,45,14,19
77,221,91,27,36,18,15
35,5,24,46,90,7,8
39,162,91,24,5,18,5
98,116,83,24,68,5,15
23,174,85,36,52,19,18
159,122,81,48,11,16,14
207,62,37,15,71,19,0
20,38,14,11,50,6,5
204,47,96,39,79,12,9
225,42,68,39,47,10,9
29,200,98,50,1,11,19
0,36,41,1,82,16,9
46,153,76,35,29,3,18
121,180,15,14,100,14,6
192,116,44,9,67,8,2
227,59,6,48,33,9,7
167,168,56,5,74,11,4
155,189,82,19,0,8,3
123,190,10,46,26,20,17
250,0,81,7,48,11,2
89,184,76,39,97,16,11
217,23,57,2,31,2,10
94,109,57,29,14,9,16
160,5,78,30,64,11,15
88,220,9,41,49,18,6
172,97,0,31,68,16,15
43,36,89,18,87,10,13
196,135,48,44,43,6,15
138,136,75,43,48,13,2
8,55,21,40,60,1,16
20,41,75,27,87,8,19
47,170,52,30,24,14,14
172,232,31,36,76,1,3
7,114,18,32,1,18,9
131,75,59,23,12,8,3
45,128,22,22,49,5,10
45,184,28,28,46,5,0
193,66,53,5,83,20,5
31,72,74,29,63,1,0
105,213,23,13,90,12,6
59,20,66,12,94,5,4
17,6,14,24,29,4,9
227,122,90,15,79,1,2
234,58,95,12,81,2,8
145,115,49,25,20,18,3
218,244,56,26,36,10,20
198,186,21,8,1,4,14
2,14,20,18,86,14,3
141,23,43,42,14,11,19
218,189,75,24,71,7,11
233,29,10,15,59,19,7
157,179,0,26,26,18,20
116,250,86,4,35,9,19
145,244,36,43,34,17,0
81,64,40,31,88,15,16
75,210,48,3,55,15,19
96,87,78,30,56,2,0
112,50,9,45,47,10,13
92,137,59,50,24,18,5
72,69,0,35,96,1,5
239,98,3,17,82,13,18
41,101,61,29,7,3,0
55,97,58,30,100,13,0
67,51,0,38,98,18,14
77,184,99,36,30,5,15
50,118,31,39,99,2,0
164,132,18,44,34,19,4
183,123,14,7,34,1,19
189,232,60,31,63,14,13
234,17,5,30,43,3,14
183,34,10,38,93,5,4
237,8,8,21,91,2,17
201,61,89,48,29,12,0
70,22,44,17,90,2,18
137,36,95,4,80,16,0
68,34,24,1,25,8,18
137,196,2,31,24,6,19
169,38,11,15,96,16,16
102,198,43,21,83,10,8
44,109,43,26,58,4,9
118,159,85,19,84,12,19
234,120,53,7,64,16,14
142,8,82,25,15,18,7
68,139,34,34,21,10,20
67,27,84,22,83,13,8
162,25,34,44,16,13,19
3,78,15,29,39,14,10
140,227,13,12,38,4,20
157,142,85,44,32,10,10
165,94,40,20,96,13,9
128,225,73,1,63,14,13
146,5,69,49,94,4,13
147,165,6,36,58,16,13
88,27,97,0,95,2,1
169,47,90,36,65,5,20
89,48,66,3,41,8,9
21,133,19,28,75,8,20
36,35,27,24,37,18,0
160,36,52,41,14,1,14
131,118,94,36,58,12,5
70,149,46,14,18,12,20
239,146,0,9,0,2,18
75,152,36,42,25,10,10
134,145,37,16,14,2,13
109,83,2,31,92,17,4
115,240,66,21,24,2,7
9,91,39,41,28,13,4
151,164,74,8,49,5,8
137,41,62,15,82,14,16
216,59,63,30,82,14,2
83,48,93,16,46,9,1
188,213,1,46,36,2,16
22,202,14,21,56,16,6
129,193,32,43,0,17,1
101,121,30,22,8,8,11
74,223,22,1,80,15,18
230,185,76,26,18,12,6
35,236,6,8,49,18,20
133,64,21,46,31,10,1
169,47,96,19,23,10,0
145,160,70,19,83,14,11
12,1,70,37,15,9,16
20,92,89,50,18,2,5
59,162,96,35,11,9,4
42,61,78,36,84,14,17
72,87,26,2,74,6,13
42,133,61,8,64,14,4
53,54,79,45,36,17,7
154,19,29,34,97,9,1
122,119,51,25,87,16,17
77,68,37,7,25,10,10
72,77,87,27,23,14,10
110,60,89,9,53,11,9
15,132,23,40,72,17,5
163,132,96,20,43,20,9
190,56,78,32,19,20,15
90,177,74,33,27,10,0
134,102,70,28,67,8,18
33,37,38,3,62,2,2
249,146,0,46,40,7,3
46,221,100,40,38,16,20
132,181,100,43,58,6,0
60,224,22,24,49,17,3
120,171,2,50,0,5,13
41,53,73,31,70,14,6
181,5,66,6,90,17,8
23,71,53,6,43,2,10
17,39,80,1,74,1,10
221,206,50,40,31,1,9
133,143,75,11,85,2,4
84,52,39,11,44,11,17
63,172,73,30,27,6,2
64,79,89,5,33,16,16
165,103,6,41,73,13,7
5,191,90,5,3,8,14
130,160,68,19,64,7,18
167,197,40,10,17,3,2
197,129,4,0,32,10,17
109,133,4,41,3,5,12
51,20,83,15,11,16,11
112,99,12,23,11,2,17
166,144,63,40,96,20,0
22,136,73,46,67,12,19
11,227,4,27,71,17,0
2,97,23,16,18,14,5
234,179,99,4,35,17,1
77,18,52,26,5,14,10
82,102,1,37,31,18,9
124,110,91,26,23,15,20
57,231,18,27,79,9,11
239,6,50,42,48,2,13
26,181,85,46,61,5,6
150,217,31,6,66,19,1
220,81,14,26,67,6,5
147,113,56,7,70,6,5
193,114,81,32,50,11,11
41,250,38,2,89,18,14
44,85,67,20,76,13,11
43,73,35,41,27,8,5
166,126,11,46,88,11,9
196,0,79,3,66,15,3
104,58,67,7,14,8,11
92,112,35,16,61,1,8
215,116,61,16,24,2,4
31,160,100,19,100,17,9
197,220,90,31,66,14,0
4,248,86,2,12,8,20
131,188,95,12,5,13,7
15,0,76,27,17,3,14
168,54,40,20,68,9,18
146,182,92,1,65,6,10
67,243,32,39,20,3,15
50,123,97,47,15,15,12
121,193,92,42,86,17,9
19,4,100,47,66,19,11
240,80,16,40,76,10,2
213,97,71,27,31,19,13
204,186,100,33,29,13,20
8,42,85,35,73,17,16
172,33,32,12,31,17,7
70,244,69,2,53,6,9
35,145,44,6,54,7,12
246,147,63,4,67,13,15
134,116,70,48,32,12,8
137,98,51,24,32,11,15
220,202,20,35,87,11,15
183,78,5,41,20,6,4
16,111,41,24,81,19,4
114,235,29,32,69,19,9
219,34,21,29,68,19,17
110,18,95,11,1,6,19
145,26,30,35,45,4,18
13,124,88,24,64,5,10
199,167,31,1,32,3,9
4,67,65,31,34,13,12
219,48,34,43,42,13,20
84,237,26,24,41,20,11
174,223,71,32,2,14,9
133,117,3,9,55,3,3
207,106,69,50,30,11,10
10,217,77,40,87,1,7
0,177,51,47,38,14,20
243,1,62,19,15,13,4
127,120,35,19,18,8,7
202,105,84,28,36,2,19
28,208,85,39,89,17,10
74,171,23,12,39,16,0
53,228,99,44,100,18,4
197,106,100,3,43,5,10
56,89,0,1,0,7,18
30,167,28,5,15,15,20
109,179,86,48,83,9,4
169,202,67,11,85,3,16
174,164,83,19,48,1,15
65,110,24,26,74,1,14
14,113,94,9,12,7,12
37,99,88,18,81,8,17
147,1,78,4,53,1,14
235,97,33,30,9,20,0
44,185,85,6,49,12,5
140,148,63,47,88,7,14
23,139,14,32,13,5,2
135,151,47,48,4,19,2
144,144,29,38,22,13,14
139,93,95,49,51,12,16
165,224,29,19,53,19,3
36,130,97,37,21,12,4
90,147,61,27,26,9,19
148,107,8,50,32,13,3
111,17,12,23,48,16,15
173,65,27,29,23,4,10
228,71,76,19,31,5,7
212,138,34,26,56,13,5
2,71,59,5,63,7,10
145,46,37,35,48,14,8
0,237,32,23,98,14,3
95,226,62,3,82,5,16
197,62,78,10,15,13,11
142,128,63,11,65,3,6
91,70,81,11,29,9,5
63,103,22,37,62,13,0
201,150,50,26,92,9,16
150,249,15,19,68,9,0
4,106,27,49,57,9,5
192,224,90,6,69,14,9
238,2,3,39,11,17,4
61,62,10,41,79,11,12
231,221,89,47,39,14,0
6,126,43,37,64,9,5
197,121,29,37,33,2,10
80,154,32,38,34,13,7
30,241,83,2,37,6,7
248,134,83,41,51,10,14
229,185,71,10,8,5,16
138,183,0,28,65,7,19
43,86,49,50,64,20,8
113,24,97,28,3,15,12
164,200,54,47,50,16,17
206,3,85,18,33,20,3
108,88,11,38,10,7,20
90,74,5,5,70,4,3
221,141,57,17,73,18,18
68,191,65,34,28,6,2
35,205,50,49,15,11,12
232,149,50,24,91,9,5
234,103,87,0,0,11,0
228,14,94,41,66,4,11
129,88,4,35,32,6,18
10,3,15,43,41,5,5
219,86,41,6,62,2,15
165,75,27,28,36,7,6
154,60,24,19,32,8,14
42,73,99,39,4,3,1
113,72,12,2,29,20,8
228,52,71,30,65,1,0
47,12,29,4,79,8,13
246,56,97,5,78,19,8
143,220,58,25,54,4,7
155,60,40,11,79,6,15
83,212,12,24,13,16,8
12,103,48,11,98,7,9
237,91,94,47,26,16,8
148,131,68,21,77,10,16
14,38,74,49,39,7,20
116,113,53,15,72,1,0
33,82,61,24,40,2,19
174,176,59,19,3,18,5
188,152,30,28,37,14,1
10,107,49,32,66,6,11
26,124,47,18,51,13,10
159,176,88,4,4,3,6
134,55,86,22,54,1,6
205,234,35,13,8,20,6
199,37,53,36,46,18,7
159,102,11,20,19,20,13
201,112,17,0,0,14,20
246,37,25,38,23,14,0
219,170,21,8,16,20,9
122,119,66,36,63,2,6
128,89,32,32,86,10,14
124,128,82,31,90,4,14
128,191,94,31,18,5,8
142,121,32,47,4,13,2
241,119,5,17,72,9,19
217,121,5,46,60,10,19
132,73,67,47,71,10,14
28,38,24,47,78,14,14
176,199,77,30,83,14,18
142,106,70,13,23,7,20
127,30,68,37,43,19,4
183,211,15,46,45,1,0
103,24,69,7,96,1,16
188,75,48,48,34,8,18
173,1,84,48,68,5,8
213,180,67,48,37,3,14
191,38,86,18,76,3,18
137,94,17,10,81,12,11
190,31,22,47,10,8,10
92,13,67,12,74,18,18
143,197,69,16,71,9,11
97,86,32,37,96,16,13
218,60,59,16,30,1,0
9,78,29,29,5,12,17
95,88,53,6,39,4,8
0,104,59,45,27,8,4
178,22,9,0,68,12,12
74,97,82,30,22,17,2
101,129,16,28,43,13,4
150,232,78,36,18,7,12
136,110,0,35,44,18,10
21,5,18,46,15,3,7
248,43,28,18,11,13,6
235,46,83,31,88,12,13
50,195,34,3,2,14,6
150,228,23,8,11,12,20
131,128,10,9,82,10,8
69,30,63,38,8,11,6
249,155,85,28,0,9,4
198,82,16,35,13,2,4
133,198,10,5,52,6,17
155,193,27,28,71,19,2
118,8,71,49,0,19,17
130,213,84,12,26,1,13
38,125,33,23,79,2,15
85,13,23,23,81,10,12
129,237,34,46,89,20,3
86,247,97,22,76,12,20
28,179,28,49,99,7,10
101,91,35,14,10,12,11
74,13,68,4,6,4,20
184,186,91,12,40,13,10
126,146,52,22,41,9,14
97,218,45,24,81,2,4
142,87,56,10,57,15,1
169,141,40,25,80,8,11
149,66,84,31,89,17,9
154,215,8,10,82,15,6
148,34,37,42,9,10,18
51,4,50,29,83,6,3
247,22,35,15,81,7,19
50,8,33,43,71,11,9
1,222,32,32,93,2,4
161,96,77,9,87,6,19
206,27,74,5,56,12,8
112,41,4,45,18,9,16
146,5,19,10,49,4,12
36,21,28,14,70,4,1
155,179,2,26,88,6,7
17,76,26,50,61,6,15
217,104,28,4,70,11,4
156,207,98,41,1,19,1
203,208,79,12,23,4,15
212,2,18,1,17,12,15
45,244,79,28,2,17,0
144,165,56,12,89,11,20
92,155,46,13,49,18,7
98,115,67,39,32,12,15
139,37,12,17,38,8,10
89,16,24,34,24,13,16
172,181,41,8,3,3,5
109,192,21,5,36,8,14
93,150,74,17,97,14,10
153,144,54,23,48,15,6
24,66,70,9,99,16,15
156,83,67,42,46,16,1
48,159,81,21,95,16,2
21,239,41,17,86,6,12
230,160,97,33,97,16,9
33,73,61,20,11,5,15
59,236,61,19,54,6,1
1,225,94,1,14,18,8
107,176,74,4,46,2,10
147,126,43,9,63,9,20
