initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,grass_regrowth
33,109,8,16,3,16,18
136,184,31,36,9,5,80
234,53,18,0,20,12,31
15,215,43,67,7,19,36
55,217,2,50,12,0,94
171,50,3,82,19,10,95
139,68,17,68,13,11,84
3,70,10,45,13,14,6
180,56,31,72,7,15,15
25,10,20,80,15,10,91
118,54,18,75,5,19,84
150,137,18,44,20,4,68
24,124,31,40,12,6,30
110,63,5,51,14,20,49
231,175,10,75,13,2,41
194,74,9,15,17,18,95
87,177,10,94,15,0,37
246,116,32,61,20,12,75
190,103,18,35,20,9,15
161,27,8,57,10,4,17
63,114,38,54,6,10,68
13,21,20,43,15,13,93
199,250,23,30,18,10,87
168,91,33,80,16,13,30
181,24,26,98,12,3,95
4,42,40,20,18,19,26
105,111,27,36,9,12,8
72,120,39,32,5,14,47
147,147,4,20,18,13,80
87,16,46,90,16,9,64
127,26,5,21,12,20,90
201,144,9,17,5,10,26
159,2,24,70,4,9,25
89,143,23,98,2,16,18
114,74,49,29,15,10,19
58,22,2,30,17,1,5
49,39,20,42,13,12,1
220,237,20,58,8,5,79
57,220,39,97,3,8,43
43,166,47,79,12,11,63
11,113,23,22,1,11,93
140,241,29,82,11,18,71
3,192,1,44,13,19,48
95,199,17,28,1,17,22
93,11,20,98,11,8,67
88,90,41,69,17,6,70
167,77,9,77,1,12,41
8,51,16,74,14,18,1
190,150,38,35,8,15,4
140,172,12,86,7,17,13
77,48,47,87,1,9,81
28,77,10,20,9,3,96
9,142,48,55,2,5,73
243,202,8,95,16,16,58
143,169,19,27,3,2,93
148,41,11,57,16,7,50
144,81,41,31,4,9,7
79,201,27,58,8,2,23
131,6,41,17,18,11,91
243,75,43,53,9,9,9
209,194,33,66,4,7,15
246,165,4,32,16,17,88
199,183,1,86,5,3,25
185,190,1,58,16,14,76
166,83,29,76,2,16,96
199,133,6,95,8,3,90
60,245,25,19,12,7,72
90,201,50,96,16,10,5
205,133,38,82,13,9,57
15,84,44,80,20,6,26
59,2,18,24,13,12,3
233,106,14,77,4,9,23
117,192,44,20,4,4,70
65,198,29,5,13,4,73
56,42,42,23,10,19,78
137,199,44,13,7,2,32
138,214,32,75,17,10,63
104,122,38,12,19,7,66
114,249,6,85,16,7,25
13,156,34,88,13,2,70
112,160,4,24,1,9,34
107,16,20,52,2,15,59
190,72,49,92,16,19,21
142,235,43,30,1,6,67
177,10,45,91,17,13,41
245,140,35,63,9,11,36
67,174,49,75,16,3,3
53,28,50,13,10,17,65
62,209,41,66,10,17,23
138,190,47,81,15,1,17
142,207,31,55,12,7,92
49,125,40,83,3,13,98
36,39,8,11,3,9,74
220,223,33,30,7,16,44
80,18,20,36,10,10,31
138,211,22,68,18,11,56
188,164,24,14,12,5,31
203,183,43,18,6,12,88
149,23,47,8,12,8,12
165,3,25,22,15,14,79
188,36,8,25,10,18,61
112,193,30,95,11,11,71
146,175,17,2,3,17,73
53,132,15,88,9,15,76
37,227,27,68,19,5,33
40,130,18,79,8,13,70
116,52,25,85,3,15,47
230,235,14,11,20,6,24
249,78,11,69,13,5,98
14,176,14,30,16,8,35
122,58,49,11,8,14,69
223,92,13,94,9,13,32
138,21,2,20,7,7,94
83,103,3,57,18,9,66
206,182,17,48,14,20,46
45,238,14,31,15,16,20
59,81,4,97,14,4,41
141,7,13,52,8,2,56
37,35,36,24,15,13,32
169,18,21,64,14,11,65
146,161,4,45,16,8,99
102,118,49,63,11,0,7
1,207,22,85,13,13,89
34,233,21,45,14,16,35
247,102,27,71,6,3,76
37,210,23,38,10,18,26
175,39,31,53,7,5,53
84,86,14,86,9,19,13
94,123,22,11,15,11,26
73,139,33,4,19,1,58
146,102,17,22,13,18,19
48,106,11,64,10,14,27
62,135,43,6,15,14,64
77,9,7,86,6,13,89
96,158,16,22,20,2,6
21,240,47,71,9,8,83
210,201,41,2,6,1,19
165,216,33,88,3,10,38
234,166,22,91,1,3,88
48,8,21,89,19,14,70
148,123,9,100,7,8,39
235,232,28,43,4,15,49
41,56,17,33,12,5,4
30,102,38,29,5,8,93
218,24,6,36,19,15,89
204,84,3,60,7,4,51
213,161,11,19,19,1,55
171,207,10,32,15,16,10
80,188,7,18,7,4,69
108,57,27,39,4,17,35
239,198,17,82,17,18,100
17,246,49,79,12,16,30
81,201,14,74,4,5,73
89,147,33,68,19,14,50
196,130,23,94,4,6,38
31,63,15,4,7,18,30
161,129,21,62,2,8,31
65,189,2,28,8,18,82
65,2,4,62,14,11,54
218,126,23,24,11,17,99
197,47,42,13,12,3,37
88,109,41,98,7,8,46
89,14,33,90,10,19,67
118,64,23,86,2,7,86
180,242,1,33,3,18,77
157,184,18,7,3,5,88
72,212,3,10,6,9,36
52,83,10,63,15,9,8
68,132,13,56,4,6,64
97,118,32,3,19,6,70
120,249,45,30,18,20,91
117,189,42,44,5,11,61
145,175,49,17,14,9,9
50,242,25,14,5,14,23
203,53,33,72,12,10,11
186,37,36,85,8,2,8
13,205,6,22,19,16,79
41,29,1,45,17,5,8
203,150,50,28,8,13,33
161,221,6,9,7,10,80
54,146,45,77,3,18,46
104,243,15,79,8,18,74
86,76,3,91,8,10,36
64,72,47,3,9,1,94
26,196,12,16,2,19,89
227,34,34,90,17,11,56
213,220,49,31,1,6,32
132,129,17,93,19,3,48
138,69,8,91,2,16,86
73,164,10,63,14,14,93
147,248,11,63,5,18,20
121,217,23,86,16,16,14
26,5,33,98,7,1,74
1,164,11,59,10,3,98
91,110,5,54,4,0,83
189,40,33,79,11,10,75
32,92,45,3,3,7,8
206,158,4,55,12,15,54
145,9,35,21,13,19,83
204,70,19,27,19,10,21
121,19,32,23,20,6,31
116,18,11,0,14,8,10
214,75,21,61,9,19,31
218,46,40,66,1,4,39
79,196,49,29,19,11,73
56,234,7,47,7,19,62
9,39,8,37,8,15,29
186,8,15,95,17,12,5
56,162,27,97,3,17,40
12,111,18,64,3,13,74
225,177,12,99,13,12,23
138,146,10,100,15,6,41
32,7,8,5,16,16,80
225,61,46,89,4,4,11
225,5,40,98,6,13,19
81,65,11,98,5,3,41
66,66,44,30,2,1,75
201,40,1,40,6,11,87
24,180,0,27,20,13,94
215,32,31,44,7,17,88
122,46,20,30,11,10,32
37,111,25,40,12,6,30
63,53,45,95,9,1,95
151,125,5,70,1,3,7
111,4,27,89,17,17,20
2,183,40,2,11,15,40
153,115,33,78,16,12,50
41,150,42,16,3,13,78
139,46,30,67,10,8,7
213,100,47,74,19,12,48
174,139,0,77,16,9,66
73,159,18,3,6,7,50
237,44,40,20,13,3,70
77,63,33,34,1,19,85
153,184,6,94,15,14,46
220,70,2,52,17,5,68
156,68,21,42,5,1,69
221,23,36,9,13,2,42
112,133,5,4,10,20,58
144,70,37,13,14,11,27
158,242,38,37,16,12,2
155,4,3,16,17,2,67
117,65,40,84,15,19,87
186,69,8,69,4,10,44
210,108,24,84,5,18,42
207,218,48,58,3,4,70
113,35,32,66,12,3,45
89,158,16,6,16,17,65
154,12,8,18,15,10,55
128,154,15,52,4,12,9
107,69,48,60,1,17,49
153,119,22,58,3,10,6
8,121,43,96,7,5,71
109,78,16,12,4,6,81
157,246,46,11,15,1,84
246,138,5,23,14,0,60
43,23,10,84,9,17,45
23,194,18,53,6,19,17
234,200,11,85,12,8,86
9,1,48,55,2,13,71
46,101,16,38,13,12,36
137,203,44,35,4,7,49
21,45,11,76,18,4,35
116,173,10,69,9,12,50
235,2,6,23,18,2,14
158,121,4,48,16,14,7
42,133,46,26,6,11,95
217,65,15,63,14,12,33
15,130,45,67,13,2,53
6,157,39,74,6,7,32
46,75,25,70,3,19,30
185,206,29,33,19,19,69
84,57,16,33,3,17,43
155,133,10,77,5,6,78
128,65,28,7,7,2,95
171,27,47,27,5,11,53
226,23,32,97,13,4,9
156,101,4,98,7,8,62
26,132,41,58,8,2,76
222,95,18,99,2,5,25
70,191,37,95,15,16,70
38,127,22,54,8,7,91
7,88,18,8,16,9,81
112,78,1,34,13,11,75
21,224,0,99,7,16,71
192,148,43,56,6,10,95
29,50,0,50,20,5,8
110,174,44,42,16,1,86
79,126,20,91,16,13,19
155,162,35,90,19,10,88
187,104,14,50,14,12,96
71,193,30,72,17,18,86
82,6,10,92,19,16,95
9,209,38,4,9,7,27
242,26,43,41,4,11,16
208,120,5,98,4,15,63
238,18,5,84,11,12,99
66,22,20,89,16,17,77
247,93,32,97,5,19,2
248,84,29,88,8,1,51
182,62,26,10,12,16,23
143,132,28,48,7,9,30
236,234,7,68,6,8,89
150,141,44,76,3,16,73
42,109,42,4,11,10,29
38,232,38,40,12,1,5
54,227,6,48,6,7,13
60,182,20,36,10,17,88
125,68,40,4,3,2,41
209,1,12,78,9,12,3
24,236,22,49,12,2,66
211,25,7,52,14,14,20
147,94,36,15,7,14,37
91,71,24,49,3,0,58
73,91,30,5,9,3,87
2,128,43,19,7,11,83
110,14,37,13,10,17,57
228,11,38,85,16,9,52
158,15,35,91,9,15,42
122,36,24,43,17,3,59
66,36,40,48,6,15,37
82,212,18,4,3,15,20
96,211,35,54,17,7,14
8,50,1,53,18,15,85
65,220,19,71,16,1,50
246,182,4,36,8,3,10
19,87,13,31,9,10,12
67,112,34,100,5,16,4
79,86,12,86,19,12,89
36,110,45,60,2,8,29
223,115,35,24,12,12,63
220,211,31,91,15,16,2
177,37,34,83,11,17,52
85,64,32,53,17,15,73
240,161,3,15,3,5,77
198,192,5,26,10,11,21
250,175,2,50,3,6,17
179,100,40,58,2,5,85
52,45,34,33,17,2,6
114,8,22,76,16,20,40
226,152,19,73,15,4,82
11,213,25,34,10,10,45
35,5,22,66,17,8,84
55,133,49,96,12,13,34
174,193,10,11,14,15,95
86,38,33,70,8,6,16
83,130,50,12,6,14,40
91,221,42,44,2,14,62
80,47,37,80,2,4,10
213,186,1,67,15,20,46
227,61,12,49,12,14,30
198,217,33,96,20,1,96
48,91,20,30,16,3,98
182,60,43,69,7,7,16
245,236,9,47,4,14,18
176,144,1,34,12,14,5
87,208,9,91,13,19,74
11,133,12,79,19,12,94
133,137,0,13,19,1,2
238,64,1,71,4,19,14
115,74,22,75,3,6,32
158,102,41,82,16,9,89
31,133,39,38,5,10,50
47,134,41,42,10,13,81
202,127,38,95,10,11,47
76,54,8,25,4,18,15
187,6,26,0,6,20,38
29,95,21,58,2,2,49
211,39,31,76,4,11,95
9,231,6,95,2,8,75
170,110,5,41,8,0,40
216,39,28,31,17,18,93
179,101,28,38,10,6,55
154,215,37,76,8,3,87
153,157,14,72,19,5,45
77,126,9,85,12,10,63
126,4,48,87,3,2,23
160,175,24,22,13,3,72
99,245,24,31,5,16,2
17,100,32,0,4,14,36
13,196,1,57,6,17,39
244,60,43,8,2,16,73
226,93,0,17,3,7,77
246,121,39,79,15,19,63
197,129,0,100,9,17,65
41,14,18,49,10,11,82
11,196,9,87,6,10,39
142,168,37,15,10,15,68
117,196,37,78,11,12,38
120,159,0,26,17,7,31
49,231,20,66,15,16,55
78,89,16,72,9,18,46
168,75,27,62,4,7,57
189,86,22,18,11,9,28
126,63,21,9,11,4,41
49,232,32,88,16,11,42
19,14,48,14,15,14,75
95,0,2,4,7,12,93
188,236,43,46,9,10,32
70,68,11,75,15,18,79
249,220,11,45,10,7,20
90,105,35,26,13,4,16
103,123,2,100,9,2,18
216,52,43,53,14,1,21
106,67,41,6,12,19,91
242,85,49,10,18,8,93
153,108,43,18,20,19,89
109,18,19,73,8,11,49
76,139,46,8,18,9,17
172,131,3,20,4,1,90
225,175,23,22,10,13,24
162,7,13,59,3,6,74
108,171,13,49,9,8,52
192,159,7,8,1,8,95
208,202,11,23,8,9,77
153,160,1,11,12,1,78
211,163,6,38,10,20,42
39,204,19,49,17,7,61
193,214,48,7,18,1,69
186,23,2,50,12,3,8
13,18,14,39,16,7,1
20,72,32,68,12,3,74
149,151,28,52,8,5,99
105,158,39,65,11,12,67
117,209,16,53,9,7,55
13,109,14,69,19,19,17
69,205,4,3,4,13,35
215,20,34,15,4,11,51
70,133,33,82,7,12,78
115,141,18,19,19,4,60
129,117,40,41,19,6,37
95,105,21,100,17,3,13
199,164,39,93,20,13,27
181,192,32,15,5,15,75
184,168,13,81,17,8,5
143,244,20,26,12,17,81
234,246,35,31,3,13,50
103,71,1,9,6,2,61
75,205,50,61,9,18,42
221,150,3,33,11,11,65
119,115,4,73,3,11,98
140,27,23,88,5,5,18
206,245,37,87,6,5,40
119,204,50,23,16,4,61
243,232,49,1,15,11,94
47,94,46,16,4,6,25
113,65,48,81,15,16,79
190,183,49,48,9,19,18
88,193,15,40,19,1,89
9,5,45,98,12,14,90
161,46,33,63,14,17,54
177,17,37,97,6,9,91
133,152,2,51,2,17,51
167,138,1,6,5,17,33
75,189,2,17,16,18,34
0,149,9,97,17,12,42
216,58,38,35,9,14,35
158,108,1,36,20,16,9
27,97,43,12,13,14,25
104,85,15,16,3,4,11
58,169,18,21,6,13,96
207,189,7,2,1,14,91
105,16,9,12,6,9,64
47,191,5,53,13,0,69
45,47,31,2,2,3,15
22,1,9,61,5,1,21
200,184,13,10,6,19,92
46,125,0,96,12,1,41
133,85,23,43,10,5,9
137,50,41,24,18,9,47
17,49,11,9,15,8,58
46,60,12,71,7,10,48
120,100,5,41,9,19,75
16,198,31,21,6,18,57
25,22,23,75,13,19,16
193,219,34,59,5,13,59
77,7,19,49,2,8,33
133,41,9,100,16,8,56
163,127,25,10,5,17,38
184,249,32,49,10,9,81
134,91,38,82,4,17,46
154,51,28,14,17,1,26
81,245,35,77,4,8,68
31,70,28,36,4,9,77
112,61,17,24,2,19,57
165,29,35,95,7,8,48
232,107,24,61,2,18,16
233,187,45,30,18,1,82
82,187,35,92,14,7,67
102,124,35,54,13,16,50
80,250,47,64,20,16,78
108,22,31,23,18,12,79
121,93,34,92,7,15,36
244,70,7,8,7,14,6
214,47,28,28,12,3,98
155,131,11,94,15,5,76
86,0,24,29,16,10,36
42,206,47,85,6,2,66
165,247,45,54,3,3,5
57,194,28,92,19,14,68
14,105,31,87,5,13,10
56,240,12,88,4,9,21
93,12,20,64,10,3,38
100,100,43,34,15,15,66
215,110,5,80,10,17,98
119,24,39,66,9,16,91
25,219,36,93,18,14,43
142,178,25,83,6,18,82
88,248,44,84,5,7,92
131,41,27,91,12,15,59
141,63,44,77,14,15,13
46,92,3,51,6,11,63
92,117,19,56,12,3,76
247,22,28,91,20,6,56
132,45,1,61,9,14,57
83,120,9,79,10,12,82
48,1,4,37,15,17,40
191,8,46,27,20,12,35
204,233,42,86,7,12,49
159,181,30,79,18,11,35
14,243,36,87,18,10,44
102,15,9,70,8,7,93
129,155,25,55,16,13,76
246,150,16,56,2,2,66
15,233,28,38,10,20,13
78,129,6,76,8,19,45
225,215,22,94,3,8,25
165,24,48,42,3,17,13
70,32,19,57,5,12,11
115,39,48,24,11,17,61
64,205,40,36,18,12,53
213,72,47,9,6,7,17
78,215,46,79,3,11,21
151,6,10,72,7,19,39
98,170,22,75,8,6,60
39,148,29,84,10,5,71
51,77,50,53,6,2,85
2,236,19,42,8,10,79
32,104,14,26,11,15,94
52,27,17,42,11,18,26
193,174,29,68,8,19,74
219,21,46,89,17,19,99
227,125,47,40,1,14,85
65,37,44,59,17,7,30
247,134,14,44,18,5,35
143,49,31,2,7,1,39
212,214,9,38,2,1,62
185,95,11,54,14,18,59
6,130,35,44,8,6,25
246,221,44,81,8,3,2
34,100,36,59,18,2,6
32,180,10,32,5,7,60
227,205,32,18,4,15,30
156,195,27,13,3,1,1
244,215,22,40,10,6,10
79,176,43,28,19,1,72
76,248,37,84,9,11,61
26,84,36,87,16,6,81
233,27,27,22,10,12,36
171,166,49,41,9,14,68
94,22,1,65,20,7,55
70,235,40,76,16,11,33
16,166,48,6,16,5,75
83,229,15,71,16,3,46
46,151,15,79,6,5,56
146,132,27,32,9,9,91
149,158,47,72,10,11,21
36,39,47,78,2,11,71
249,141,36,68,13,1,41
108,218,25,60,3,17,80
242,69,35,6,10,16,29
60,216,25,14,5,4,10
162,128,24,50,4,15,65
86,67,44,53,9,11,37
210,9,26,60,9,7,66
59,41,10,11,6,20,71
196,45,16,60,20,5,83
115,112,44,31,13,8,36
25,138,8,22,16,14,12
153,149,1,64,19,6,47
116,118,40,92,4,12,24
27,212,2,27,8,5,16
124,250,43,21,8,1,96
195,19,4,96,2,17,19
24,4,1,81,14,19,48
27,50,26,30,14,0,11
58,179,27,40,4,1,35
2,89,5,36,5,17,94
222,73,4,23,11,11,32
135,181,13,49,3,13,74
15,232,40,8,3,19,6
196,52,49,24,8,20,53
236,12,24,98,14,8,20
113,213,34,1,18,9,3
74,247,2,8,14,10,30
164,214,34,79,4,3,80
76,230,31,64,11,2,82
249,229,2,33,7,3,72
100,16,14,6,11,19,92
98,53,8,10,10,16,1
25,33,16,3,16,12,39
141,118,19,75,2,11,49
186,8,48,45,17,2,22
239,249,33,40,10,17,75
123,194,14,11,18,11,22
237,206,18,69,1,7,15
198,149,50,63,9,7,83
94,221,47,98,12,3,36
233,59,10,26,19,5,29
166,156,6,89,15,8,7
223,93,18,39,5,4,55
123,208,12,45,14,18,84
169,11,20,14,6,4,9
171,245,22,49,5,15,91
90,59,29,66,6,6,21
69,175,10,21,7,15,27
212,100,7,59,6,7,8
201,112,35,67,3,13,13
221,37,22,58,5,6,72
128,123,30,14,13,16,13
103,146,36,18,10,11,2
197,152,42,39,3,5,4
168,45,12,4,10,0,59
214,148,31,58,15,17,3
103,221,33,7,18,14,91
88,207,40,39,10,19,18
61,91,22,95,18,15,38
132,24,30,43,3,11,76
236,42,42,33,7,14,99
222,55,19,16,6,6,48
129,15,5,3,10,13,33
166,165,14,10,8,13,48
241,90,28,98,10,10,30
193,59,32,41,20,15,90
140,141,26,91,2,18,7
250,165,2,33,8,12,35
138,96,33,84,13,9,64
218,112,15,60,9,2,59
36,71,41,71,2,9,78
132,121,42,50,12,7,96
212,131,22,67,18,15,34
192,215,43,12,14,1,54
215,26,44,96,3,18,54
221,107,9,83,6,1,81
182,206,27,3,19,4,39
54,2,48,72,20,10,67
220,5,44,67,3,2,39
132,76,4,87,15,9,87
24,133,30,0,5,17,30
132,218,34,26,3,19,2
186,168,46,13,7,1,49
36,144,43,19,10,17,10
27,38,17,22,15,16,6
85,14,50,16,9,11,53
115,65,44,25,18,6,51
200,36,31,99,6,17,28
53,116,18,36,16,14,50
128,34,30,72,4,1,90
176,139,31,88,10,2,54
26,92,45,83,5,7,44
152,150,48,10,2,3,98
34,191,6,42,9,10,2
200,8,5,50,19,0,5
11,24,20,81,10,16,93
149,83,30,1,18,10,71
239,134,12,84,2,18,61
217,34,18,18,15,15,12
95,94,7,36,17,3,86
61,207,15,18,3,12,2
1,165,11,43,3,0,39
2,54,28,43,4,12,71
41,193,8,75,7,18,53
96,191,9,70,15,13,23
86,64,43,73,19,12,27
118,197,18,52,5,7,2
192,188,2,45,8,10,86
64,238,15,75,19,8,56
149,32,15,66,3,15,87
13,167,4,6,12,17,45
84,114,26,95,11,12,37
130,231,23,85,15,12,62
135,225,4,84,13,18,54
143,98,29,17,2,5,16
23,138,48,76,10,11,67
232,36,43,51,3,3,2
102,79,43,42,14,18,49
131,242,22,48,19,3,85
130,210,24,17,17,8,51
96,95,10,82,16,16,52
30,222,15,60,4,8,4
184,30,32,36,3,11,69
68,212,11,97,7,3,77
99,205,34,51,6,1,76
149,212,45,28,11,16,70
227,249,25,9,15,7,58
237,72,2,84,2,2,26
167,99,9,8,9,14,57
65,16,2,79,10,14,11
117,39,35,97,15,10,7
148,69,38,77,8,10,33
53,213,35,10,14,18,95
194,87,28,50,19,16,66
37,97,15,26,5,2,16
216,81,41,70,14,7,98
102,163,30,34,6,14,17
143,173,4,100,8,11,54
232,23,36,43,15,8,52
183,75,16,25,8,1,41
5,106,42,73,13,6,26
130,188,11,59,19,17,78
25,43,11,68,12,5,19
189,95,50,24,7,3,73
84,189,0,93,13,15,81
130,66,17,92,11,5,11
178,55,34,70,10,14,9
99,115,1,68,8,7,34
185,86,20,23,2,9,5
16,183,23,62,10,2,85
89,70,12,24,10,3,54
49,52,20,35,5,2,13
61,11,42,2,9,1,11
44,175,47,46,15,6,33
3,169,41,94,8,11,81
143,35,42,94,5,11,84
180,36,48,76,19,11,10
169,220,23,100,2,17,6
171,95,46,48,16,16,24
220,141,22,51,20,1,25
107,48,34,45,18,2,40
91,120,25,78,2,10,70
37,6,28,6,5,7,82
170,126,19,56,14,19,97
231,37,7,47,17,0,39
85,1,7,27,10,17,72
46,37,37,71,14,0,84
115,114,48,20,6,18,97
205,85,31,44,10,11,32
118,168,29,6,7,19,20
42,236,30,33,19,17,78
154,98,30,76,4,17,62
61,172,24,3,15,15,65
78,168,18,69,10,18,0
1,74,43,19,3,4,21
248,72,45,41,7,12,68
75,61,29,60,3,6,79
7,64,49,1,16,5,77
3,247,0,57,3,11,37
175,68,42,53,11,14,41
103,108,44,22,16,6,52
135,153,35,12,15,4,9
247,15,20,87,2,11,12
16,20,48,88,6,5,82
52,232,16,50,5,6,67
134,136,48,82,1,15,22
107,173,14,46,9,1,11
130,133,47,8,5,20,73
123,17,32,2,12,13,79
193,20,38,16,16,12,4
178,51,26,44,8,15,86
113,22,22,96,3,11,29
250,13,9,47,12,17,18
108,158,0,17,13,6,91
33,237,20,46,2,0,56
166,243,11,2,15,18,52
189,157,48,26,11,13,9
163,75,40,87,3,4,45
150,231,5,19,7,9,92
212,234,39,13,3,19,40
127,39,15,46,11,19,98
74,220,48,96,17,18,23
196,23,24,97,9,9,99
245,120,7,45,8,14,86
32,100,15,8,7,9,83
165,92,40,84,9,2,99
241,53,4,29,20,13,98
102,21,0,37,10,11,69
7,172,30,36,18,11,12
1,134,8,24,2,18,46
45,202,20,62,10,14,65
142,138,9,97,7,3,68
9,120,48,59,5,18,57
150,155,36,46,13,5,35
189,214,18,76,4,11,80
82,106,46,79,8,16,83
145,204,37,61,3,8,92
29,98,29,25,12,9,18
53,96,26,66,11,1,63
86,211,25,6,18,12,59
185,162,29,13,2,20,16
155,248,13,20,3,1,67
137,129,50,77,19,0,51
152,35,40,44,9,15,56
207,204,50,68,18,5,27
34,30,23,53,9,3,37
189,153,37,98,1,7,89
200,12,25,24,3,12,12
8,77,37,92,8,14,61
221,103,37,33,18,12,82
71,239,45,36,14,6,64
139,42,50,6,14,6,87
134,5,11,77,6,11,89
23,161,43,62,3,19,72
201,144,24,65,5,3,17
236,58,43,32,19,2,80
197,49,8,26,7,4,65
199,127,12,81,17,19,96
4,203,22,9,11,8,6
199,5,8,65,10,3,80
248,14,24,73,18,15,84
248,166,46,34,14,10,95
88,205,16,72,17,17,92
144,247,10,86,18,19,82
183,73,7,84,7,2,9
208,111,29,45,13,10,1
58,213,34,25,15,17,72
130,209,27,38,4,14,77
38,125,29,89,5,16,98
214,180,21,20,11,4,16
155,242,34,28,1,4,7
183,196,27,49,1,10,33
39,232,10,28,14,12,21
3,196,3,70,4,6,87
81,68,44,94,15,12,52
120,161,1,44,11,14,24
102,171,2,16,15,16,38
49,149,9,37,5,1,75
114,202,2,42,8,10,66
123,89,48,8,12,11,90
193,109,46,68,2,17,21
231,149,10,39,18,9,17
104,225,14,18,14,5,93
31,0,14,79,13,3,85
41,136,31,28,2,18,81
120,18,7,12,14,18,26
164,239,33,22,7,8,85
66,188,29,9,7,14,91
25,29,41,54,19,12,74
218,248,40,72,15,7,51
144,136,13,18,15,1,75
38,179,48,16,6,1,80
181,168,23,22,2,9,21
189,125,10,3,11,4,26
136,238,16,36,16,3,100
189,236,6,8,11,12,88
127,139,29,80,8,17,76
196,198,21,43,6,0,74
238,60,4,80,12,12,41
230,243,8,75,11,8,32
108,176,32,19,13,1,38
185,1,47,96,4,4,95
183,64,36,57,4,6,42
46,155,40,75,4,2,90
204,143,44,38,2,5,29
3,183,8,29,13,12,45
230,186,9,70,17,3,98
159,250,44,13,8,12,25
128,168,46,30,10,5,89
108,77,6,96,17,14,3
153,39,22,80,2,9,51
59,19,3,72,19,15,11
4,8,48,14,20,19,38
223,81,47,97,9,0,29
229,144,31,12,18,15,9
174,158,34,10,9,18,61
18,130,43,77,6,5,10
88,84,29,74,3,15,11
181,36,29,54,6,8,12
205,188,36,28,7,7,27
153,50,39,50,13,13,12
12,42,5,8,10,16,41
2,37,38,15,8,9,32
43,43,43,23,15,12,16
85,82,14,92,14,18,68
48,201,14,24,9,13,100
204,143,25,39,5,14,0
133,119,36,54,18,8,10
59,167,32,50,5,6,33
176,10,13,79,11,12,0
208,174,1,57,13,6,15
221,127,39,5,8,8,65
82,18,36,23,15,1,72
222,188,34,61,7,4,20
42,53,21,36,6,7,20
44,192,29,31,1,19,44
248,138,47,34,10,5,30
160,107,47,63,5,8,24
29,142,23,85,11,8,76
57,141,3,18,11,5,76
99,116,29,99,3,19,5
47,88,26,51,14,11,49
139,246,15,47,5,6,40
129,77,3,57,14,9,16
177,62,4,33,2,19,17
239,233,8,47,10,13,59
222,186,33,59,18,18,40
201,133,33,84,3,15,84
40,161,20,29,13,7,86
179,244,2,73,13,20,57
174,39,38,51,8,6,64
228,64,27,42,5,1,24
83,250,33,90,9,11,0
29,113,33,97,17,10,51
82,92,17,64,14,8,44
144,25,38,43,3,0,44
131,141,15,27,9,0,67
220,1,3,50,18,12,62
2,16,16,78,14,19,28
98,82,10,84,18,18,58
172,195,5,78,18,17,90
165,169,28,47,10,6,6
60,155,14,0,10,11,13
70,87,38,90,10,1,36
156,136,16,38,4,19,18
94,160,31,98,4,3,99
220,82,18,46,6,8,94
65,99,30,86,17,7,80
229,49,13,44,4,15,97
180,211,1,97,19,12,24
46,146,43,22,1,11,77
125,84,39,63,4,16,33
6,58,45,50,11,16,67
165,206,50,23,5,16,76
242,131,12,51,7,19,86
94,106,36,79,7,14,40
230,125,39,21,6,20,2
118,18,10,43,13,18,18
114,173,5,5,11,10,17
157,65,28,60,13,2,87
115,91,30,85,20,1,99
30,177,47,25,11,18,40
141,207,32,2,9,19,67
61,16,18,5,10,6,71
3,196,36,65,17,6,10
105,76,35,31,5,17,86
9,119,32,98,8,2,54
61,41,35,57,18,4,33
242,3,46,63,12,16,41
88,96,49,44,10,0,51
190,79,9,65,12,20,44
76,182,49,99,9,18,34
142,22,3,37,13,16,47
135,69,37,60,5,14,86
136,195,44,65,11,19,32
248,132,8,51,8,1,12
195,200,44,56,16,10,14
46,26,20,68,10,6,79
148,147,18,33,14,7,92
201,211,50,71,10,6,30
196,161,11,85,14,3,44
12,60,20,94,5,18,77
200,91,47,4,15,5,32
37,3,39,25,19,10,41
197,105,33,34,18,18,56
75,24,32,90,8,9,84
78,102,9,97,17,3,17
78,140,33,44,18,7,77
34,170,48,93,13,5,52
114,81,42,45,9,19,70
127,172,29,6,14,17,59
196,246,21,27,5,12,19
160,48,22,35,9,14,6
105,222,29,96,16,15,74
116,235,2,71,14,3,50
216,185,9,27,17,12,84
31,110,2,92,10,10,19
11,22,6,51,7,7,95
132,57,45,59,10,6,14
154,192,18,95,3,14,5
25,87,35,73,10,18,45
212,158,42,75,20,6,42
31,215,9,36,12,18,76
159,179,46,89,2,4,37
182,163,15,75,12,1,81
146,93,17,1,11,13,9
132,149,21,91,3,6,40
196,68,40,41,20,1,45
204,67,3,7,10,10,32
139,179,12,53,15,9,93
21,54,36,36,18,11,8
68,42,18,45,4,4,16
218,87,33,0,10,13,80
56,147,27,41,5,8,87
10,57,21,20,18,4,2
242,105,13,55,17,1,99
212,20,42,55,20,19,53
226,107,11,82,8,13,27
206,109,12,64,13,15,86
224,160,41,1,17,18,93
110,91,43,71,11,9,45
53,217,34,39,15,7,97
212,37,14,73,4,6,25
53,94,22,61,3,7,72
13,213,41,47,1,1,12
35,48,16,97,17,16,22
2,153,11,15,8,19,50
